part_no,part_description,new_commodity_description
204290-005,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Roan (865),VCT
204290-006,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Sumpter (888),VCT
204290-008,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Tray (938),VCT
204290-011,Mohawk Luxury Vinyl Large and Local 20 mil Dry Back 9.25in x 59in 4.5 mm,VCT
204290-012,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Hightower (965),VCT
204290-014,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Woody (978),LVT
204290-015,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Neels (985),VCT
204290-016,Mohawk Large and Local (C0128) 20 mil Dry Back 9.25in x 59in 4.5 mm - Damascus (995),VCT
204297-000,Engineered Floors Avenue Luxury Vinyl Plank 7in x 48in 12mil - To Be Selected (TBS),LVP
204305-001,J&J Legend (V5009) Luxury Vinyl Plank 18in x 36in 3 MM - Saga (1055),LVP
204305-002,J&J Legend (V5009) Luxury Vinyl Plank 18in x 36in 3 MM - Epic (1056),LVP
204305-005,J&J Legend (V5009) Luxury Vinyl Plank 18in x 36in 3 MM - Fiction (1059),LVP
204351-001,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Shade (00564),VCT
204351-002,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Root (00568),VCT
204351-003,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Timber (00572),VCT
204351-004,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Nest (00774),VCT
204351-009,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Ash (00174),VCT
204351-012,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Lodge (00740),VCT
204351-018,Shaw Commercial Hard Surfaces-Terrain II (4110V)-20 mil glue down-6in x 48in-5.0mm-Sumac (07004),VCT
204351-028,Shaw Commercial Hard Surfaces Terrain II (4110V) 20 mil glue down 6in x 48in 5.0mm - Ink (00450),VCT
204351-029,Shaw Commercial Hard Surfaces-Terrain II (4110V)-20 mil glue down-6in x 48in-5.0mm-Slate (00540),VCT
204415-001,Dal Tile-ProSeries Elixen-Luxury Vinyl Plank-7in x 47in-2.5 MM-Sonoma Oak (EX30),LVT
204482-005,Forbo mct 2.0 tural 13.11in x 13.11in 2.0 MM - Eiger (629),VCT
204491-014,Mannington Spacia Abstract 20 mil Bevelled Edge LVT 18in x 18in 2.5 MM - Mirus Feather (SS5A6120),LVT
204491-023,Mannington Spacia Abstract 20 mil Bevelled Edge LVT 18in x 18in 2.5 MM - Stellar Grey (SS5A3627),LVT
204819-008,Shaw Commercial Resilient-Tailored (4111V)-Resilient-9in x 36in-Undefined-Pintuck (11555),LVT
204819-009,Shaw Commercial Resilient-Tailored (4111V)-Resilient-9in x 36in-Undefined-Poplin (11856),LVP
204819-010,Shaw Commercial Resilient-Tailored (4111V)-Resilient-9in x 36in-Undefined-Detail (11755),LVP
204828-025,Mannington-Amtico Signature Wood-40 mil wearlayer Vinyl Tile Plank-3in x 36in-2.5 MM-CIRRUS MIST (AROW8110),LVT
204846-008,Metroflor-Deja New Clean Oak-20 mil Micro-Bevel Glue Down Plank-9in x 60in-2.5 MM-Fumed (DN529113),LVP
204868-003,Bentley-Batiste (BBASTO136V)-LVT-18in x 36in-5.0mm-Thread (801842),LVT
204868-007,Bentley-Batiste (BBASTO136V)-LVT-18in x 36in-5.0mm-Linen (801846),LVT
204868-010,Bentley Batiste (BBASTO136V) LVT 18in x 36in 5.0mm - Chambray (801849),LVT
204888-002,Shaw Commercial Resilient Terrace 5.0 MM (4216V) Heavy Commercial 12in x 24in 20 mil - Path (08120),VCT
204888-004,Shaw Commercial Resilient-Terrace 5.0 MM (4216V)-Heavy Commercial-12in x 24in-20 mil-Mist (08510),VCT
204888-009,Shaw Commercial Resilient Terrace 5.0 MM (4216V) Heavy Commercial 12in x 24in 20 mil - Brushwood (08765),LVT
204899-001,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Galena (04),LVP
204899-002,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Alabaster (02),LVP
204899-004,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Kohl (06),LVP
204899-005,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Sandalwood (08),LVP
204899-006,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Paraffin (09),LVP
204899-007,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Mousse (11),LVP
204899-008,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Soft Shadow (12),LVP
204899-010,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Honey (14),LVP
204899-016,Interface Brushed Lines (A016) 22 mil Luxury Vinyl Plank 25cm x 1m 4.5 mm - Deep Cobalt (22),LVP
204968-001,Interface Criterion Classic Wovens (C003) High Performance LVT 50cm x 50cm 22 mil - Flax (C00301),LVT
204969-002,Interface Criterion Classic Stones (C002) High Performance LVT 50cm x 50cm 22 mil - Polished Cement (C00202),LVT
204970-005,Interface Criterion Classic Woodgrains (C001) High Performance LVT 12.5 cm x 1 m 22 mil - Cedar (C00105),LVT
204970-006,Interface Criterion Classic Woodgrains (C001) High Performance LVT 12.5 cm x 1 m 22 mil - Antique Light Oak (C00106),LVT
205261-002,Mannington No Reservations Xpress Wood 20 Mil Luxury Vinyl Plank 7.25in x 48in 4 mm - endless (NR106),LVP
205261-007,Mannington No Reservations Xpress Wood 20 Mil Luxury Vinyl Plank 7.25in x 48in 4 mm - Inhibition (NR101),LVP
205264-001,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Gallery (00100),LVP
205264-002,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Veranda (00110),LVP
205264-003,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Nook (00150),LVP
205264-004,Shaw Patcraft-Homegrain 12 (I490V)-Luxury Vinyl Plank-6in x 48in-12 MM-Vista (00510),LVP
205264-005,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Study (00550),LVP
205264-006,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Den (00580),LVP
205264-007,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Cellar (00585),LVP
205264-008,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Lounge (00590),LVP
205264-009,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Terrace (00700),LVP
205264-010,Shaw Patcraft-Homegrain 12 (I490V)-Luxury Vinyl Plank-6in x 48in-12 MM-Parlor (00730),LVP
205264-012,Shaw Patcraft Homegrain 12 (I490V) Luxury Vinyl Plank 6in x 48in 12 MM - Greenhouse (00790),LVP
205309-020,Tarkett-Tarkett VCT-Gluedown LVT-12in x 12in-3.2 MM-Sierra Beige (1367),VCT
205544-019,Shaw Patcraft Crossover Click (1440V) 20 mil Micro-Bevel Edge 7.28in x 47.72in 5.0mm - 0500 HAZE,VCT
205662-002,Shaw Resilient Tile & Plank Kind (4123V) 20 mil ExoGuard Square Edge 24in x 24in 5.0mm - Reed (23155),LVT
205662-005,LVT-1 Shaw Resilient Tile & Plank Kind (4123V) 20 mil ExoGuard Square Edge 24in x 24in 5.0mm - Slate (23520),LVP
205662-006,Shaw Resilient Tile & Plank-Kind (4123V)-20 mil ExoGuard Square Edge-24in x 24in-5.0mm-Charcoal (23585),LVP
205750-001,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Glen Brook Oak Drift Sand (J5203),VCT
205750-004,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Cornelius Creek Sage Brow (J5220),VCT
205750-007,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Cottonwood Springs Sunset (J5225),VCT
205750-009,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Glendale Oak Forest Gray (J5217),LVP
205750-010,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Hightop Hickory Caramel C (J5210),VCT
205750-011,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Brushed Essence Enchanted (J5255),LVP
205750-012,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 6in x 48in 2.5 MM - Glen Brook Oak Evening Sh (J5202),VCT
205864-002,Shaw Commercial Resilient-Thoughtful (4122V)-20 mil LVT-24in x 24in-5.0mm-Vellum (22103),LVT
205916-001,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Conch Shell Oak (07140),VCT
205916-002,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Heirloom Oak (07150),VCT
205916-003,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Maize Wenge (07210),VCT
205916-004,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Wheat Oak (07220),VCT
205916-005,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Tahini Oak (07240),VCT
205916-006,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Caramel Wenge (07250),VCT
205916-007,Shaw Commercial Resilient-Abide (4107V)-Heavy Commercial-7in x 48in-20 mil-Cadmium Oak (07515),VCT
205916-008,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Anise Oak (07570),VCT
205916-010,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Palomino Oak (07660),VCT
205916-011,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Brushed Suede Oak (07700),VCT
205916-012,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Allspice Walnut (07710),VCT
205916-013,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Coriander Oak (07720),VCT
205916-015,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Chocolate Walnut (07760),VCT
205916-016,Shaw Commercial Resilient Abide (4107V) Heavy Commercial 7in x 48in 20 mil - Raw Umber Oak (07780),VCT
205963-004,Tarkett iD Latitude Abstract 20 mil Techtonic Plank 18in x 18in 3 MM - Finelines - Greige (5103),LVP
205989-006,Shaw Patcraft Local Reserve (I592V) 20 mil Micro-Bevel Edge 7in x 48in 4 mm - Dove (05110),LVP
206146-001,Shaw Commercial Resilient Eon LL (4112V) Luxury Vinyl Tile 20in x 20in 3/16in - Rift (12114),LVT
206146-002,Shaw Commercial Resilient Eon LL (4112V) Luxury Vinyl Tile 20in x 20in 3/16in - Strata (12506),LVT
206146-004,Shaw Commercial Resilient-Eon LL (4112V)-Luxury Vinyl Tile-20in x 20in-3/16in-Metamorphic (12530),LVT
206151-001,Shaw Commercial Resilient-Amalgam LL (4113V)-Luxury Vinyl Tile-20in x 20in-3/16in-Pumice (13111),LVT
206151-002,Shaw Commercial Resilient Amalgam LL (4113V) Luxury Vinyl Tile 20in x 20in 3/16in - Uncover (13144),LVT
206151-007,Shaw Commercial Resilient-Amalgam LL (4113V)-Luxury Vinyl Tile-20in x 20in-3/16in-Onyx (13555),LVT
206151-008,Shaw Commercial Resilient Amalgam LL (4113V) Luxury Vinyl Tile 20in x 20in 3/16in - Delta (13585),LVT
206319-009,Shaw Commercial Resilient Cover (4140V) 20 mil Micro-Bevel Edge 7in x 48in 4 mm - Enshroud (06000),VCT
206319-011,Shaw Commercial Resilient Cover (4140V) 20 mil Micro-Bevel Edge 7in x 48in 4 mm - Preserve (07067),VCT
206344-002,Mohawk Second Home Wood (C0141) 20 mil Floating Click 7.56in x 47.8in 6 mm - Rideshare Beige (837),VCT
206344-007,Mohawk Second Home Wood (C0141) 20 mil Floating Click 7.56in x 47.8in 6 mm - Cafe Taupe (859),VCT
206494-001,Shaw Patcraft Inset (I577V) 20 mil glue down 18in x 36in 5.0mm - Pure Gold (00100),VCT
206494-002,Shaw Patcraft-Inset (I577V)-20 mil glue down-18in x 36in-5.0mm-Pearl Silver (00515),VCT
206545-001,J&J Make Your Mark (V5013) 20 mil vinyl plank 9in x 48in 3 MM - Shadow (1063),LVP
206555-013,Armstrong Parallel USA 20 20 MIl Urethane Plus/No polish-No Buff 18in x 18in 2.5 MM - Havana Biscuit Beige (J5261),VCT
206622-005,Shaw Philadelphia Indwell 20 Color: Texas Bur 00825,LVT
206789-016,Mohawk Matuto Plus Stone 20 Mil M-Force Ultra 12in x 24in 2.5 MM - Grey Granite Stone (959A),VCT
206837-004,Mannington Drift Abstract 30 Mil Unbeveled 12in x 24in 2.5 MM - PAX ORE (D214),LVT
206972-009,Milliken Local Measure Wilderness (LWDxxx) 22 Mil FlexForm ProGuard Max LooseLay 6in x 48in 5.0mm - Balm (219),VCT
206972-015,Milliken Local Measure Wilderness (LWDxxx) 22 Mil FlexForm ProGuard Max LooseLay 6in x 48in 5.0mm - Chervil (218),VCT
206976-009,Karndean-Korlok Select (RKP)-20 Mil 5G vertical click locking sys-9in x 56in-6.5 mm-Cathedral Oak (RKP8114),VCT
207032-002,J&J Tatami (V5003) 20 mil Heavy Commercial 18in x 36in 5.0mm - Nara (1017),VCT
207032-005,J&J-Tatami (V5003)-20 mil Heavy Commercial-18in x 36in-5.0mm-Wabi (1022),VCT
207096-001,EF Contract Woodlands (EFCWL) 20 mil Wear Layer 7in x 48in 2.5 MM - Ironwood (001),VCT
207096-002,EF Contract Woodlands (EFCWL) 20 mil Wear Layer 7in x 48in 2.5 MM - Sequoia (002),LVT
207096-008,EF Contract Woodlands (EFCWL) 20 mil Wear Layer 7in x 48in 2.5 MM - Acacia (008),VCT
207209-001,Spectra Contract Flooring Roam (4126V) Resilient LVT/Plank 6in x 48in 3/32in - Ash (00174),LVT
207209-003,Spectra Contract Flooring Roam (4126V) Resilient LVT/Plank 6in x 48in 3/32in - Shade (00564),LVT
207209-007,Spectra Contract Flooring Roam (4126V) Resilient LVT/Plank 6in x 48in 3/32in - Summit (05012),LVT
207463-001,Shaw Commercial Hard Surfaces Terrace (4108V) 20 mil square edge 12in x 24in 2.5 MM - Lotus (08111),VCT
207463-006,Shaw Commercial Hard Surfaces Terrace (4108V) 20 mil square edge 12in x 24in 2.5 MM - Pumice (08540),VCT
207463-011,Shaw Commercial Hard Surfaces Luxury Vinyl Terrace 20 mil square edge 12in x 24in 2.5 MM,LVT
207676-007,Shaw Commercial Resilient Floorte Pro Anvil Plus (2032V) 6 mil SPC 7in x 48in 4.4mm - Greige Walnut (05078),LVT
207855-003,Shaw Commercial Hard Surfaces-Coded (4143V)-20 mil Square Edge vinyl plank-6in x 48in-5.0mm-Connect (43375),LVP
207855-004,Shaw Commercial Hard Surfaces Coded (4143V) 20 mil Square Edge vinyl plank 6in x 48in 5.0mm - Inform (43429),LVP
207855-010,Shaw Commercial Hard Surfaces-Coded (4143V)-20 mil Square Edge vinyl plank-6in x 48in-5.0mm-Engage (43595),LVP
207855-012,Shaw Commercial Hard Surfaces Coded (4143V) 20 mil Square Edge vinyl plank 6in x 48in 5.0mm - Interpret (43761),LVP
207867-002,Tarkett Contour Substrate 32 mil Square Edge (SE) 18in x 18in 3.05mm - Zinc (0961),LVT
207872-033,Kahrs-Mosaic Collection-Quartz sand and calcium carbonate-24in x 24in-.080in-Dolorite Grey (8316),LVT
207872-046,Kahrs-Mosaic Collection-Quartz sand and calcium carbonate-24in x 24in-.080in-Gabbro Grey (8303),LVT
207933-002,J&J-Signature  (V5018)-12 Mil LVP-9in x 48in-2.5 MM-Heirloom (1003),LVP
207933-008,J&J Sigture (V5018) 12 Mil LVP 9in x 48in 2.5 MM - Estate (1062),LVP
208091-001,Mannington Drift Stone Micro-Beveled Edges 12in x 24in 2.5 MM - Fortis Alabaster (D205),LVT
208108-010,Shaw Philadelphia Philosopher's Tree (5599V) Luxury Vinyl Plank 9in x 63in 20 mil - Fog (00513),LVP
208157-003,Novalis Innovative Flooring-AVA Ryme-22 Mil Microbevel EIR-9in x 48in-5.0mm-Alpine Oak Syrup (AO2D007L),LVT
208195-002,Mohawk Living Local Chromascope 20 mil glue down 12in x 24in 2.5 MM - Winter Mood (910),VCT
208195-016,Mohawk Living Local Chromascope 20 mil glue down 12in x 24in 2.5 MM - Sporty Blue (620),VCT
208209-001,Shaw Patcraft Luxury Vinyl Anew 20 mil Lvt glue down 7.75in x 48in 5.0mm,LVT
208270-006,Cobalt Surfaces-Petrous (P20-xxx)-20 Mil Rigid Core IXPE-7in x 48in-5.0mm-FAWN (401),VCT
208270-018,Cobalt Surfaces-Petrous (P20-xxx)-20 Mil Rigid Core IXPE-7in x 48in-5.0mm-WICKER (408),LVP
208359-001,Armstrong Exchange 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Static Blue Screen (ST904),LVT
208359-002,Armstrong-Exchange-0.020in Wear Layer LVT w/ Diamond 10-6in x 36in-2.5 MM-Static Broadcast Blue (ST965),LVT
208359-005,Armstrong Exchange 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Static Going Dark (ST909),LVT
208359-016,Armstrong Exchange 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Static White Noise (ST900),LVT
208359-024,Armstrong-Exchange-0.020in Wear Layer LVT w/ Diamond 10-6in x 36in-2.5 MM-System Gradient Stardust (ST975),LVT
208359-025,Armstrong-Exchange-0.020in Wear Layer LVT w/ Diamond 10-6in x 36in-2.5 MM-Static Bakelite (ST960),LVT
208360-009,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Alchemy Horn Silver (ST920),LVT
208360-012,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Alchemy Pyrite (ST924),LVT
208360-013,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Alchemy Quicksilver (ST921),LVT
208360-024,Armstrong Theorem 0.020in Wear Layer LVT w/ Diamond 10 6in x 36in 2.5 MM - Algebra 2 Newton Gray (ST994),LVT
208388-003,Mohawk-Living Local Stonework-20 Mil Standard Square Edge-12in x 24in-2.5 MM-Fleuri (920),VCT
208388-010,Mohawk Living Local Stonework 20 Mil Standard Square Edge 12in x 24in 2.5 MM - Patina (940),VCT
208389-001,Bentley Memory (BMMRY) 20 mil glue down plank 9in x 48in 2.5 MM - Craftsman (801980),LVP
208406-005,"Tarkett Event Urban Stone EUS (EUS) 30 Mil Rock (RK) Emboss, Sq Edge 18in x 18in 3 MM - Coastal (2105)",LVT
208531-010,Mannington-Spacia Wood-20 Mil Microbeveled-7 1/4in x 48in-2.5 MM-Bleached Elm (SS5W2516),VCT
208531-016,Mannington-Spacia Wood-20 Mil Microbeveled-7 1/4in x 48in-2.5 MM-Eden Oak (SS5W1010),VCT
208531-019,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Exotic Walnut (SS5W2541),VCT
208531-022,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Limed Wood Natural (SS5W2549),VCT
208531-031,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Rustic Barn Wood (SS5W2513),VCT
208531-038,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Spring Maple (SS5W2538),VCT
208531-041,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Warm Cherry (SS5W2506),VCT
208531-042,Mannington-Spacia Wood-20 Mil Microbeveled-7 1/4in x 48in-2.5 MM-Warm Maple (SS5W2502),VCT
208531-043,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Warm Teak (SS5W2517),LVP
208531-047,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - White Maple (SS5W2654),VCT
208531-054,Mannington Spacia Wood 20 Mil Microbeveled 7 1/4in x 48in 2.5 MM - Merchant Wood (SS5W3026),VCT
208584-002,Karndean-LooseLay-20 mil Wear Layer-24.02in x 19.69in-4.5 mm-COLORADO (LLT201),LVT
208584-003,Karndean-LooseLay-20 mil Wear Layer-24.02in x 19.69in-4.5 mm-INDIANA (LLT202),LVT
208584-012,Karndean LooseLay 20 mil Wear Layer 24.02in x 19.69in 4.5 mm - VERMONT (LLT217),LVP
208615-004,Novalis Innovative Flooring AVA 2DSGN 22 mil Microbevel Register 6in x 48in 2.5 MM - ALPINE OAK SYRUP (AO2D007),LVT
208615-005,Novalis Innovative Flooring AVA 2DSGN 22 mil Microbevel Register 6in x 48in 2.5 MM - ALPINE OAK PRESTIGE (AO2D008),LVT
208615-007,Novalis Innovative Flooring AVA 2DSGN 22 mil Microbevel Register 6in x 48in 2.5 MM - TUSCANY OAK MIST (TO2D002),LVT
208615-008,Novalis Innovative Flooring AVA 2DSGN 22 mil Microbevel Register 6in x 48in 2.5 MM - TUSCANY OAK MEDALLION (TO2D009),LVT
208636-001,Mannington No Reservations Xpress Stone 20 mil Micro-Bevel Edge 12in x 24in 4 mm - Rebellious (NR202),VCT
208821-006,Mohawk Stonework (C0179) 20 mil glue down LVT 12in x 24in 2.5 MM - Antique Finish (870),LVT
208821-010,Mohawk Stonework (C0179) 20 mil glue down LVT 12in x 24in 2.5 MM - Weathering (960),LVT
208823-005,Mohawk Optic Hues (0178) 20 mil glue down LVT 12in x 24in 2.5 MM - Tea Tan (810),LVT
208843-005,Mohawk Living Local Terrazzo (C0180) 20 mil glue down LVT 12in x 24in 2.5 MM - Messina (726),LVT
208843-009,Mohawk Standard Vinyl Living Local Terrazzo 20 mil glue down LVT 12in x 24in 2.5 MM - Mongibello(848),LVT
208908-003,Armstrong Parallel USA 12 12 Mil Urethane Plus No Polish No Buff 18in x 18in 2.5 MM - Jace Ebony Gray (J5152),LVT
208908-005,Armstrong Parallel USA 12 12 Mil Urethane Plus No Polish No Buff 18in x 18in 2.5 MM - Havana Biscuit Beige (J5161),VCT
209062-015,Interface Scorpio (A017xx) 22 mil High Performance LVT 50cm x 50cm 4.5 mm - Sand (15),LVT
209062-016,Interface Scorpio (A017xx) 22 mil High Performance LVT 50cm x 50cm 4.5 mm - Silverlight (16),LVT
209077-005,Mannington Primary Elements Bond 20 mil Micro-Bevel Edge 12in x 12in 2.5 MM - CADMIA (PE103),LVT
209077-008,Mannington Primary Elements Bond 20 mil Micro-Bevel Edge 12in x 12in 2.5 MM - POINT (PE117),VCT
209084-003,Armstrong Terra 0.020in Wear Layer LVT w/ Diamond 10 18in x 36in 2.5 MM - Craton Strato (ST301),LVT
209313-004,Shaw Patcraft Reston (I588V) 20 mil Square Edge vinyl plank 7in x 48in 5.0mm - Fife (00550),LVP
209313-011,Shaw Patcraft Reston (I588V) 20 mil Square Edge vinyl plank 7in x 48in 5.0mm - Carob (00760),LVP
209317-002,Bentley Mood (BMOOD) 20 mil glue down 9in x 48in 2.5 MM - SUSTAINABLE (801991),LVT
209331-007,Shaw Contract Brio Plus (VE285) 6 mil SPC 7in x 48in 4.4mm - Greige Walnut (05078),VCT
209334-005,Mannington Poured (Mixed Monolith) 20 mil Micro-Bevel Edge 6in x 48in 5.0mm - LIGHT (MIX101),VCT
209430-003,Tarkett Event Heritage Plank 30 Mil Glue Down LVT 6in x 36in 3.05mm - EHP Antique Walnut (GW38),LVT
209461-005,Mannington Timberline Trace 30 mil Micro-Beveled 6in x 48in 2.5 MM - Wake (P219),LVT
209631-004,Stanley Stephens Co. ABM 20 (ABM-Cxx) 20 Mil Luxury Vinyl Plank 7 1/8in x 47 1/4in 2.5 MM - Cold Spring Harbor (09),LVP
209799-003,Mohawk Chromascope (CO159) 20 mil glue down 12in x 24in 2.5 MM - Dire Wolf (960),LVP
209799-007,Mohawk Chromascope (CO159) 20 mil glue down 12in x 24in 2.5 MM - Jack Rabbit (940),VCT
209799-016,Mohawk-Chromascope (CO159)-20 mil glue down-12in x 24in-2.5 MM-Winter Mood (910),VCT
209799-017,Mohawk Chromascope (CO159) 20 mil glue down 12in x 24in 2.5 MM - Winterfell (980),VCT
209976-001,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Racehorse 939,VCT
209976-003,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Turner (889),VCT
209976-006,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Bridal Veil (220),VCT
209976-007,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Cumberland (838),VCT
209976-010,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Racehorse (939),VCT
210184-005,Mohawk Sakiori Linked (CR708) Glue Down M-Force LVT 9.84in x 39.37in 3 MM - Vestige (935),LVT
210209-017,Interface-Natural Woodgrains (A002)-22 mil Commercial Ceramor-25cm x 1m-4.5 mm-Sand Dune (A00208),VCT
210209-018,Interface Natural Woodgrains (A002) 22 mil Commercial Ceramor 25cm x 1m 4.5 mm - Washed Wheat (A00207),VCT
210209-020,Interface-Natural Woodgrains (A002)-22 mil Commercial Ceramor-25cm x 1m-4.5 mm-Beech (A00204),VCT
210234-001,Armstrong-Biome Boreal-20 mil Diamond 10-9in x 48in-2.5 MM-MALMO (ST282),VCT
210237-001,Mannington No Reservations Xpress Abstract 20 mil Micro-Bevel Edge 6in x 36in 4 mm - AFFABLE (NR303),LVT
210411-008,Aspecta Aspecta Contours Tarascon (60167xxX) 22 Mil Micro-Bevel In-Register 11.89in x 55.83in 8.0 MM - Soleil (26),LVP
210449-001,Armstrong Biome Montane 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM - KILIMANJARO (ST252),LVT
210449-002,Armstrong Biome Montane 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM - EVEREST (ST255),LVT
210453-001,Milliken Quietlife Folkwood 22 mil FlexForm Micro Bevel LVT 25cm x 150cm 5.0mm - ANTIQUE (FLW45),LVT
210453-007,Milliken Quietlife Folkwood 22 mil FlexForm Micro Bevel LVT 25cm x 150cm 5.0mm - FURBISH (FLW218),LVP
210453-009,Milliken Quietlife Folkwood 22 mil FlexForm Micro Bevel LVT 25cm x 150cm 5.0mm - RESTORE (FLW240),LVT
210532-003,Milliken Lumenology Reflective 22 mil square edge 9.84in x 39.37in 5.0mm - REVERSE (LRF154),VCT
210597-004,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Riverside Oak (56140),VCT
210597-005,Shaw Commercial Resilient Branching Out (4256V) 20 mil squared edge 6in x 48in 5.0mm - Prairie Oak (56240),VCT
