po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code
140164,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",188982-003,Interface SS217 (142640AK00) Tufted Patterned Loop 25cm x 1m - Alley (105010),1CPT,Carpet Tile,215.28,SQYD,223.05,Carpet_Tile_1CPT_SQYD
140610,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",207604-009,Shaw Patcraft Graphite (I0575) Multi Level Pattern Loop 24in x 24in - Black (00590),1CPT,Carpet Tile,10.67,SQYD,75.87,Carpet_Tile_1CPT_SQYD
141560,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000031368,"Mohawk Group Wandering Troop (GT354) 24"" x 24"", Days and Days  (979)",1CPT,Carpet Tile,211.55,SQYD,465.54,Carpet_Tile_1CPT_SQYD
141560,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000031362,"Mohawk Group Curious Cluster (GT353) 24"" x 24"" A Very Curious Thing (727)",1CPT,Carpet Tile,323.55,SQYD,465.54,Carpet_Tile_1CPT_SQYD
141578,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",193874-002,Shaw Contract Stacked (5T207) Multi Level Pattern Loop 24in x 24in - Granite (06500),1CPT,Carpet Tile,677.33,SQYD,931.85,Carpet_Tile_1CPT_SQYD
141791,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),1CPT,Carpet Tile,669.76,SQYD,550.47,Carpet_Tile_1CPT_SQYD
141957,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000011498,"MOHAWK\BT430 DISRUPTIVE PATH\931 NEON CITRON\ECOFLEX MATRIX\12""X36""",1CPT,Carpet Tile,16,SQYD,45.12,Carpet_Tile_1CPT_SQYD
141957,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000011502,"MOHAWK\BT430 DISRUPTIVE PATH\946 ABOVE PAR\ECOFLEX MATRIX\12""X36""",1CPT,Carpet Tile,16,SQYD,45.12,Carpet_Tile_1CPT_SQYD
141957,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,1000011500,"MOHAWK\BT430 DISRUPTIVE PATH\955 COSMIC SKY\ECOFLEX MATRIX\12""X36""",1CPT,Carpet Tile,16,SQYD,45.12,Carpet_Tile_1CPT_SQYD
141968,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,293.33,SQYD,292.25,Carpet_Tile_1CPT_SQYD
142251,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",183691-005,Shaw Contract Primary Tile (5T123) Multi Level Pattern Loop 24in x 24in - Raven (17505),1CPT,Carpet Tile,5.33,SQYD,508.08,Carpet_Tile_1CPT_SQYD
142251,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000032841,Shaw Discover Tile (GX217) 12in x 48in Ecologix - Ridge (15580),1CPT,Carpet Tile,181.33,SQYD,508.08,Carpet_Tile_1CPT_SQYD
142251,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000032751,Shaw Contract Seek (5T216)  Ecologix backing 12in x 48in - Ridge (15580),1CPT,Carpet Tile,181.33,SQYD,508.08,Carpet_Tile_1CPT_SQYD
142335,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",208648-004,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Shadow (88500),1CPT,Carpet Tile,112,SQYD,154.09,Carpet_Tile_1CPT_SQYD
142564,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000020255,"Shaw Hand in Hand Tile (5T450) 18""x36"" Ecoworx - Connect (50505)",1CPT,Carpet Tile,20,SQYD,80.09,Carpet_Tile_1CPT_SQYD
142571,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,1000032454,J&J Flooring Jack 7914 Nexus Modular 12in x 48in - Garment (3429),1CPT,Carpet Tile,217.77,SQYD,271.09,Carpet_Tile_1CPT_SQYD
142745,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",163672-006,Shaw Tile Disperse Tile (59576) Full Repeat 24in x 24in - Routes (75500),1CPT,Carpet Tile,101.3,SQYD,139.4,Carpet_Tile_1CPT_SQYD
142825,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",194220-008,Shaw Patcraft Rise (I0465) Undefined 12in x 48in - Vertex (00575),1CPT,Carpet Tile,90.72,SQYD,2406.68,Carpet_Tile_1CPT_SQYD
142825,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",194220-008,Shaw Patcraft Rise (I0465) Undefined 12in x 48in - Vertex (00575),1CPT,Carpet Tile,1658.6,SQYD,2406.68,Carpet_Tile_1CPT_SQYD
143222,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",196374-001,Interface French Seams (25550AK00) Tufted Cut & Loop 25cm x 1m - Chantilly (105604),1CPT,Carpet Tile,77.74,SQYD,926.78,Carpet_Tile_1CPT_SQYD
143513,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",186354-004,Interface AE310 (1388202500) Tufted Texture Loop 50cm x 50cm - Greige (104625),1CPT,Carpet Tile,257.14,SQYD,265.54,Carpet_Tile_1CPT_SQYD
143519,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000008896,Shaw Contract Face to Face Tile / 5T405 Synthetic/Ecoworx 18in x 36in Listen (05100),1CPT,Carpet Tile,20,SQYD,27.71,Carpet_Tile_1CPT_SQYD
143873,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000031825,"Shaw Contract Arrange Tile Simply by Nature (5T294) 24""x24"" Strataworx- Steel Grey (94530)",1CPT,Carpet Tile,391.09,SQYD,525.09,Carpet_Tile_1CPT_SQYD
144220,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",199317-006,Shaw Patcraft Edgeland (I0517) Multi Level Pattern Loop 24in x 24in - Concrete (00510),1CPT,Carpet Tile,71.11,SQYD,181.61,Carpet_Tile_1CPT_SQYD
144226,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",195255-006,Shaw Contract Familiar Tile (5T235) Undefined 9in x 36in - Greige (35516),1CPT,Carpet Tile,5,SQYD,210.45,Carpet_Tile_1CPT_SQYD
144226,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",183682-005,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Limestone (17530),1CPT,Carpet Tile,106.67,SQYD,210.45,Carpet_Tile_1CPT_SQYD
144236,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,196903-003,Mohawk Enlivened Tile (BT455) Tufted Textured Pattern Multi Colored Loop 24in x 24in - Platinum (924),1CPT,Carpet Tile,309.33,SQYD,269.12,Carpet_Tile_1CPT_SQYD
144237,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205932-003,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Deep Sky (88485),1CPT,Carpet Tile,55,SQYD,75.67,Carpet_Tile_1CPT_SQYD
144336,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000032763,Shaw Upbeat Tile (5T490) 18in x 36in Strataworx Tile - Confident (90486),1CPT,Carpet Tile,287,SQYD,285.95,Carpet_Tile_1CPT_SQYD
144511,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",186681-017,Shaw Contract Relief (5T152) Multi Level Pattern Cut/Loop 9in x 36in - Era (50505),1CPT,Carpet Tile,110,SQYD,151.33,Carpet_Tile_1CPT_SQYD
144708,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",214808-001,Shaw Contract All Together (5T494) Multi Level Pattern Loop 9in x 36in - Together Color (50210),1CPT,Carpet Tile,40,SQYD,55.23,Carpet_Tile_1CPT_SQYD
144944,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",191548-002,Interface ShadowBox Loop (284502500) Tufted Patterned Loop 19.69in x 19.69in - Charcoal Loop (105139),1CPT,Carpet Tile,131.56,SQYD,183.63,Carpet_Tile_1CPT_SQYD
145822,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",200286-002,Mannington Charge Textured Patterned Loop 18in x 36in - Fluid (32367),1CPT,Carpet Tile,15,SQYD,76.99,Carpet_Tile_1CPT_SQYD
145887,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",212279-002,Shaw Contract Energize (5T458) Multi Level Pattern Loop 24in x 24in - Keen (57486),1CPT,Carpet Tile,373.31,SQYD,373.28,Carpet_Tile_1CPT_SQYD
146364,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-006,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Sierra (08761),1CPT,Carpet Tile,142.22,SQYD,285.77,Carpet_Tile_1CPT_SQYD
146367,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000033346,Patcraft/Recover I0656 Carpet Tile/On Neutral Ground 2 / 18in x 36in/Color 00570 Braid,1CPT,Carpet Tile,735,SQYD,3879.68,Carpet_Tile_1CPT_SQYD
146367,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000033345,Patcraft/Recover I0656 Carpet Tile/On Neutral Ground 2 / 18in x 36in/Color 00520 Greige,1CPT,Carpet Tile,2085,SQYD,3879.68,Carpet_Tile_1CPT_SQYD
146390,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191436-001,Shaw Contract Purpose Tile (5T209) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,604.44,SQYD,680.49,Carpet_Tile_1CPT_SQYD
146469,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",199415-004,Interface Exposed (383202500) Tufted Tip-Sheared 50cm x 50cm - Summit (106066),1CPT,Carpet Tile,119.6,SQYD,162.58,Carpet_Tile_1CPT_SQYD
146762,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-007,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),1CPT,Carpet Tile,275.54,SQYD,275.51,Carpet_Tile_1CPT_SQYD
147089,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,1000027230,Milliken - OBEX Tile CutX/Contour - 50cm x 50cm - WellBAC Comfort Plus - Dark Grey w/Navy (CNC123-119),1CPT,Carpet Tile,14.32,SQYD,96.45,Carpet_Tile_1CPT_SQYD
147178,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,198169-008,Mohawk Side Stripe Tile (GT419) Tufted Level Heathered Loop 24in x 24in - Westpoint (965),1CPT,Carpet Tile,40,SQYD,54,Carpet_Tile_1CPT_SQYD
147710,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000033571,Shaw Landscape Tile (5T604) 18in x 36in Ecoworx Tile - Glacier (04485),1CPT,Carpet Tile,195,SQYD,268.27,Carpet_Tile_1CPT_SQYD
148406,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",175050-006,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Charcoal (31549),1CPT,Carpet Tile,69.33,SQYD,96.06,Carpet_Tile_1CPT_SQYD
148407,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,201455-001,Milliken-Obex Loop Bark (Entrance Flooring)-Tufted Multi-Level Loop-50cm x 50cm-DARK GREY (BKL118-133),1CPT,Carpet Tile,3.59,SQYD,96.45,Carpet_Tile_1CPT_SQYD
148505,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",198844-005,Interface Static Lines (39280AK00) Tufted Patterned Loop 25cm x 1m - 258270-287 (Custom),1CPT,Carpet Tile,35.88,SQYD,35.92,Carpet_Tile_1CPT_SQYD
148761,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",205932-003,Shaw Contract Habitat (5T390) Undefined 36.00in x 9.00in - Deep Sky (88485),1CPT,Carpet Tile,25,SQYD,37,Carpet_Tile_1CPT_SQYD
149488,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204294-004,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Azurite (00450),1CPT,Carpet Tile,186.66,SQYD,265.04,Carpet_Tile_1CPT_SQYD
149567,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",1000033782,Interface Open Air 401 Stria 25cm x 1m GlasBac - Flannel (103233),1CPT,Carpet Tile,454.48,SQYD,401.93,Carpet_Tile_1CPT_SQYD
150858,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,193404-001,J&J Madras (7065) Pattern Loop 24in x 24in - Duck (2398),1CPT,Carpet Tile,328,SQYD,517,Carpet_Tile_1CPT_SQYD
150858,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,193404-001,J&J Madras (7065) Pattern Loop 24in x 24in - Duck (2398),1CPT,Carpet Tile,16,SQYD,517,Carpet_Tile_1CPT_SQYD
150941,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-006,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Sierra (08761),1CPT,Carpet Tile,142.22,SQYD,143.71,Carpet_Tile_1CPT_SQYD
151451,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",1000031543,Mannington Swell Hightide 18x36 Infinity 2 - Port (14264),1CPT,Carpet Tile,5,SQYD,197.54,Carpet_Tile_1CPT_SQYD
151520,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",200044-006,Interface Cubic (1380102500) Tufted Texture Loop 19.69in x 19.69in - Area (4292),1CPT,Carpet Tile,765.44,SQYD,550.47,Carpet_Tile_1CPT_SQYD
151649,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",207360-002,Shaw Philadelphia Forma (54948) Multi Level Pattern Loop 24in x 24in - Inclination (00505),1CPT,Carpet Tile,53.33,SQYD,76.95,Carpet_Tile_1CPT_SQYD
151653,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",197609-006,Shaw Philadelphia Mainstreet Fractured (54872) Multi Level Pattern Loop 24in x 24in - Create (00510),1CPT,Carpet Tile,195.55,SQYD,197.85,Carpet_Tile_1CPT_SQYD
152025,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,133.32,SQYD,133.32,Carpet_Tile_1CPT_SQYD
152821,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,1000034201,Mohawk Ecosphere (GT333) 24in x 24in EcoFlex ONE - Glacier (739),1CPT,Carpet Tile,384,SQYD,935.8,Carpet_Tile_1CPT_SQYD
152821,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,1000034200,Mohawk Hidden Landscape (BT606) 12in x 36in EcoFlex Matrix - Rock Island (898),1CPT,Carpet Tile,544,SQYD,935.8,Carpet_Tile_1CPT_SQYD
153481,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",194220-008,Shaw Patcraft Rise (I0465) Undefined 12in x 48in - Vertex (00575),1CPT,Carpet Tile,111.93,SQYD,154.63,Carpet_Tile_1CPT_SQYD
153559,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",213392-005,Shaw Philadelphia Ascension (54973) Multi Level Pattern Loop 18in x 36in - Revise (00500),1CPT,Carpet Tile,287,SQYD,270.9,Carpet_Tile_1CPT_SQYD
153626,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",163592-020,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Passport (75597),1CPT,Carpet Tile,122.67,SQYD,245.5,Carpet_Tile_1CPT_SQYD
153775,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191438-002,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Skylight (08530),1CPT,Carpet Tile,248.92,SQYD,248.52,Carpet_Tile_1CPT_SQYD
153780,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183719-005,Shaw Contract Surround Tile (5T125) Multi Level Pattern Loop 24in x 24in - Limestone (17530),1CPT,Carpet Tile,239.85,SQYD,445.81,Carpet_Tile_1CPT_SQYD
153781,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191440-001,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Stellar (08505),1CPT,Carpet Tile,97.77,SQYD,98.23,Carpet_Tile_1CPT_SQYD
153804,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",209510-009,Shaw Patcraft Charcoal (I0574) Multi Level Pattern Loop 24in x 24in - Black (00590),1CPT,Carpet Tile,37.33,SQYD,51.55,Carpet_Tile_1CPT_SQYD
153810,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",194416-002,Interface Moss In Stone (286202500) Tufted Patterned Loop 50cm x 50cm - Granite Edge (105564),1CPT,Carpet Tile,17.94,SQYD,129.84,Carpet_Tile_1CPT_SQYD
153810,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",194185-001,Interface Sett In Stone (286302500) Tufted Patterned Loop 50cm x 50cm - Granite (105568),1CPT,Carpet Tile,17.94,SQYD,129.84,Carpet_Tile_1CPT_SQYD
153810,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",194417-001,Interface Moss (286102500) Tufted Patterned Loop 50cm x 50cm - Granite/Moss (105560),1CPT,Carpet Tile,23.92,SQYD,129.84,Carpet_Tile_1CPT_SQYD
153812,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,192961-010,Mohawk Datum Tile (BT284) Tufted Level Patterned Loop 24in x 24in - Granite (7948),1CPT,Carpet Tile,128,SQYD,120.32,Carpet_Tile_1CPT_SQYD
153814,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,199822-001,J&J Smolder Demi-Plank (7715) Multi Level Tip Sheared Loop 12in x 48in - Ash (2480),1CPT,Carpet Tile,40,SQYD,107.38,Carpet_Tile_1CPT_SQYD
153852,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182298-006,Shaw Contract Artisan EW24 (5T097) Undefined 24in x 24in - Naga (96504),1CPT,Carpet Tile,144,SQYD,198.81,Carpet_Tile_1CPT_SQYD
153907,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,102775,"Interface Americas, Inc.",141239-013,Interface Plain Weave (1381502500) Tufted Texture Loop 19.69in x 19.69in - Rustic (101085),1CPT,Carpet Tile,77.74,SQYD,132.08,Carpet_Tile_1CPT_SQYD
153952,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",183578-005,Shaw Patcraft Futura (I0380) Multi Level Pattern Loop 24in x 24in - Modern (00550),1CPT,Carpet Tile,37.33,SQYD,51.55,Carpet_Tile_1CPT_SQYD
154069,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200941-002,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Shimmery Blue (94485),1CPT,Carpet Tile,275.55,SQYD,275.51,Carpet_Tile_1CPT_SQYD
154510,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175050-006,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Charcoal (31549),1CPT,Carpet Tile,5.33,SQYD,123.95,Carpet_Tile_1CPT_SQYD
154531,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",185319-003,Interface Step Repeat SR899 (1388602500) Tufted Texture Loop 50cm x 50cm - Iron (104940),1CPT,Carpet Tile,17.94,SQYD,63.14,Carpet_Tile_1CPT_SQYD
154565,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",207360-002,Shaw Philadelphia Forma (54948) Multi Level Pattern Loop 24in x 24in - Inclination (00505),1CPT,Carpet Tile,195.55,SQYD,194.83,Carpet_Tile_1CPT_SQYD
154921,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121019,"Bentley Mills, Inc.",200265-006,Bentley Redacted (8RF230AA1K) Tufted Texture Loop 18in x 36in - ALMANAC (801522),1CPT,Carpet Tile,22,SQYD,150,Carpet_Tile_1CPT_SQYD
155349,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",183578-003,Shaw Patcraft Futura (I0380) Multi Level Pattern Loop 24in x 24in - Fusion (00450),1CPT,Carpet Tile,42.67,SQYD,76.41,Carpet_Tile_1CPT_SQYD
156152,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000033576,Mohawk Hidden Landscape (BT606) 12in x 36in EcoFlex Matrix - The 606 (979),1CPT,Carpet Tile,120,SQYD,104.4,Carpet_Tile_1CPT_SQYD
156207,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",186354-004,Interface AE310 (1388202500) Tufted Texture Loop 50cm x 50cm - Greige (104625),1CPT,Carpet Tile,107.64,SQYD,148.95,Carpet_Tile_1CPT_SQYD
156381,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",201682-003,Shaw Contract Respond Color (5T310) Undefined 9in x 36in - Deepest Skies (05486),1CPT,Carpet Tile,45,SQYD,75.87,Carpet_Tile_1CPT_SQYD
156397,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",182402-004,Shaw Contract Achromatic (5T107) Undefined 18in x 36in - Charcoal (07555),1CPT,Carpet Tile,15,SQYD,76.41,Carpet_Tile_1CPT_SQYD
156408,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",209184-004,Interface Open Air 417 (1475102500) Tufted Texture Loop 50cm x 50cm - Charcoal (107033),1CPT,Carpet Tile,41.86,SQYD,132.42,Carpet_Tile_1CPT_SQYD
156552,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121019,"Bentley Mills, Inc.",1000004213,Bentley-Windfall (6WFT2)-Affixx Hardback-24in x 24in- Aced It (400848),1CPT,Carpet Tile,614.11,SQYD,1486.15,Carpet_Tile_1CPT_SQYD
157042,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",200940-009,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,4613.29,SQYD,200,Carpet_Tile_1CPT_SQYD
157042,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",200940-009,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,563.89,SQYD,200,Carpet_Tile_1CPT_SQYD
157042,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",200940-009,Shaw Contract Structure Tile (5T297) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,26.5,SQYD,200,Carpet_Tile_1CPT_SQYD
157067,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",208648-009,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Filter (88596),1CPT,Carpet Tile,21.32,SQYD,80.66,Carpet_Tile_1CPT_SQYD
157243,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",205931-006,Shaw Contract Above (5T392) Undefined 36.00in x 9.00in - Path (88555),1CPT,Carpet Tile,15,SQYD,97.2,Carpet_Tile_1CPT_SQYD
157346,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200941-002,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Shimmery Blue (94485),1CPT,Carpet Tile,177.8,SQYD,178.37,Carpet_Tile_1CPT_SQYD
157506,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",207509-007,Interface The Standard (1467302500) Tufted Texture Loop 19.69in x 19.69in - Mangrove (9361),1CPT,Carpet Tile,95.68,SQYD,132.42,Carpet_Tile_1CPT_SQYD
157526,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000035377,Shaw Contract Landscape (5T604) 18x36 - Coastal (04105),1CPT,Carpet Tile,395,SQYD,543.43,Carpet_Tile_1CPT_SQYD
157536,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",201683-008,Shaw Contract Jacquard (5T280) Undefined 18in x 36in - Muslin (79516),1CPT,Carpet Tile,340,SQYD,739.26,Carpet_Tile_1CPT_SQYD
157536,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",161423-005,Shaw Tile Glaze Tile (59562) Multi Level Pattern Loop 24in x 24in - Sea Glass (62560),1CPT,Carpet Tile,197.21,SQYD,739.26,Carpet_Tile_1CPT_SQYD
158366,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-009,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,79.99,SQYD,197.75,Carpet_Tile_1CPT_SQYD
158366,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",193343-004,Shaw Contract Beyond 12x48 (5T218) Undefined 12in x 48in - Coast (15456),1CPT,Carpet Tile,79.99,SQYD,197.75,Carpet_Tile_1CPT_SQYD
