SITE,SITE DESCRIPTION,SUPPLIER NO,SUPPLIER NAME,INVOICE ID,INVOICE NO,DATE POSTED,PROJECT ID,PROJECT NAME,ACCOUNT,ACCOUNT DESCRIPTION,PLANNED DELIVERY DATE,SHIP TO ZIP,PO NO,PO LINE NO,PO REL NO,RECEIPT NO,PART NO,PART DESCRIPTION,COMM 1,COMM 2,PO PURCH QTY,PURCH UOM,PO INV QTY,INV UOM,INVOICED LINE QTY,INVOICE LINE TOTAL,PO PRICE,PO_HAS_PROJECT_FREIGHT,TOTAL_PO_VALUE,PROJECT_FREIGHT_COST,PRODUCT_ONLY_PO_VALUE,PROJECT_FREIGHT_PERCENT,FREIGHT_PERCENT_EXCL_PRODUCT,FREIGHT_≥90%_OF_PO,FREIGHT_GT_PRODUCT,NEGATIVE_FREIGHT_PERCENT,PROJECT_FREIGHT_LINE_COUNT,PO_HAS_MULTIPLE_PROJECT_FREIGHT_LINES,HIGH_FREIGHT_FLAG,PART DESCRIPTION CLEAN,IS_LABOR,PRODUCT_ORDER_COUNT,PRODUCT_ORDER_RANK,UOM_COMPARISON_STATUS,PO_INVOICE_COMPOSITE_KEY,PO_COMPOSITE_KEY_CONSISTENCY,Commodity Group,Description,Old/New,Priority,IS_MANUAL,ALL_PRIORITY,PRIORITY_PO_FLAG
BNB,Beckers New Brighton,121550,Mohawk Industries,1006871,C2937745,16-Jul-24,2406162320,BLAZE CU EMPIRE BLDG LOWER LEVEL,2008,Received Not Yet Invoiced,1-Jul-24,55430,113698,1,1,1.0,1000017677,MOHAWK COLOR STUDY 30 (BC574) WELDLOK 12' - TRICON BLACK (999),1CBL,2CBL,70.0,SY,70.0,SY,70.0,1110.9,1110.9,False,2166.4,0.0,2166.4,0.0,0.0,False,False,False,0,False,False,MOHAWK COLOR STUDY 30 (BC574) WELDLOK 12' - TRICON BLACK (999),False,7.0,123.0,Match,113698|1006871|C2937745,Inconsistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1008974,3102596,17-Jul-24,2406164275,WELIA HEALTH CARPET BASE,2008,Received Not Yet Invoiced,2-Jul-24,55430,113807,1,1,1.0,1000026336,PATCRAFT COLOR CHOICE I0203  00740 SUEDE - 12 FT BROADLOOM - STANDARD BACKING,1CBL,2CBL,8.0,SY,8.0,SY,8.0,135.76,135.76,False,135.76,0.0,135.76,0.0,0.0,False,False,False,0,False,False,PATCRAFT COLOR CHOICE I0203  00740 SUEDE - 12 FT BROADLOOM - STANDARD BACKING,False,1.0,129.0,Match,113807|1008974|3102596,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,122034,Engineered Floors LLC,1024178,6-3721688,19-Jul-24,2406163052,UofM Raptor Center (100H),2008,Received Not Yet Invoiced,8-Jul-24,55430,114953,1,1,1.0,1000026679,J&J Inception Accent Plank (7018) 18in x 36in Nexus Modular - Perfect Concept (1749),1CPT,2CPT,12.0,SY,12.0,SY,12.0,310.8,310.8,False,310.8,0.0,310.8,0.0,0.0,False,False,False,0,False,False,J&J INCEPTION ACCENT PLANK (7018) 18IN X 36IN NEXUS MODULAR - PERFECT CONCEPT (1749),False,1.0,129.0,Match,114953|1024178|6-3721688,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1031615,3194751,24-Jul-24,2405156630,BRUNSWICK UNITED METHODIST CHURCH C,2008,Received Not Yet Invoiced,18-Jul-24,55430,118937,1,1,1.0,1000027356,PATCRAFT INFRASTRUCTURE I0522 CANTILEVER 00450 ELECTRIC ULTRALOC 12' BROADLOOM,1CBL,2CBL,200.0,SY,200.0,SY,200.0,2400.0,2400.0,False,2400.0,0.0,2400.0,0.0,0.0,False,False,False,0,False,False,PATCRAFT INFRASTRUCTURE I0522 CANTILEVER 00450 ELECTRIC ULTRALOC 12' BROADLOOM,False,3.0,127.0,Match,118937|1031615|3194751,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108216,Karndean International LLC,1027493,866316,26-Jul-24,2407166554,NORTHEAST NEIGHBORHOOD EARLY LEARNI,2008,Received Not Yet Invoiced,16-Jul-24,55430,118347,1,1,1.0,140588-035,Karndean Van Gogh 20 mil glue down 7in x 48in 3 MM - Honey Oak (VGW94T),1VNL,2VCT,70.0,SF,70.0,SF,70.0,146.3,146.3,False,146.3,0.0,146.3,0.0,0.0,False,False,False,0,False,False,KARNDEAN VAN GOGH 20 MIL GLUE DOWN 7IN X 48IN 3 MM - HONEY OAK (VGW94T),False,5.0,125.0,Match,118347|1027493|866316,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,107768,Milliken & Company,1039191,14691933,2-Aug-24,2402137463,CHASKA PUBLIC SAFETY FACILITY,2008,Received Not Yet Invoiced,4-Apr-24,55430,119924,1,1,1.0,1000013256,MILLIKEN FORTIFIED FOUNDATIONS 5MM PIKE PIK121-204 DEW,40,40,3068.8,SF,3068.8,SF,3068.8,11999.01,11999.01,False,11999.01,0.0,11999.01,0.0,0.0,False,False,False,0,False,,MILLIKEN FORTIFIED FOUNDATIONS 5MM PIKE PIK121-204 DEW,False,1.0,129.0,Match,119924|1039191|14691933,Consistent,40,Vinyl Tile,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",1047279,2549814,8-Aug-24,2407165823,HUNTINGTON BANK (EP) FRONT VESTIBUL,2008,Received Not Yet Invoiced,30-Jul-24,55430,123590,1,1,1.0,1000014908,INTERFACE STEP REPEAT COLLECTION SR699/COLORLINE - 104933/ONYX (50CM X 50CM),100,100,11.96,SY,11.96,SY,11.96,519.06,519.06,False,519.06,0.0,519.06,0.0,0.0,False,False,False,0,False,False,INTERFACE STEP REPEAT COLLECTION SR699/COLORLINE - 104933/ONYX (50CM X 50CM),False,2.0,128.0,Match,123590|1047279|2549814,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1062307,3350453,11-Aug-24,2311124137,HOPE ACADEMY PHASE 3,2008,Received Not Yet Invoiced,6-Aug-24,55430,109326,1,1,1.0,176184-006,Shaw Tile Haze 18x36 (5T037) Full Repeat 18in x 36in - Myth (37505),1CPT,2CPT,130.0,SY,130.0,SY,130.0,3610.1,3610.1,False,3610.1,0.0,3610.1,0.0,0.0,False,False,False,0,False,False,SHAW TILE HAZE 18X36 (5T037) FULL REPEAT 18IN X 36IN - MYTH (37505),False,3.0,127.0,Match,109326|1062307|3350453,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121550,Mohawk Industries,1073061,C3219037,19-Aug-24,2402140218,TOTINO GRACE HIGH SCHOOL 2024 - CON,2008,Received Not Yet Invoiced,5-Aug-24,55430,126372,1,1,1.0,1000028980,ALLADIN MOHAWK INFLUENCER 30 OZ 2B207 INK TONE 575 BROADLOOM WOVEN PRIMARY BACKING 12' GOODS,1CBL,2CBL,28.0,SY,28.0,SY,28.0,379.4,379.4,False,379.4,0.0,379.4,0.0,0.0,False,False,False,0,False,False,ALLADIN MOHAWK INFLUENCER 30 OZ 2B207 INK TONE 575 BROADLOOM WOVEN PRIMARY BACKING 12' GOODS,False,1.0,129.0,Match,126372|1073061|C3219037,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121550,Mohawk Industries,1013916,C2981362,20-Aug-24,2402139514,FIRST RESOURSE BANK MPLS EXPANSION,2008,Received Not Yet Invoiced,10-Jul-24,55430,115996,1,1,1.0,1000017289,"MOHAWK HEMSTITCH / SAKIORI HEMSTITCH CR710 9.25"" X 59.25 '3MM 735	JERGA LUXURY VINYL PLANK",40,40,152.28,SF,152.28,SF,152.28,793.38,793.38,False,793.38,0.0,793.38,0.0,0.0,False,False,False,0,False,False,"MOHAWK HEMSTITCH / SAKIORI HEMSTITCH CR710 9.25"" X 59.25 '3MM 735	JERGA LUXURY VINYL PLANK",False,2.0,128.0,Match,115996|1013916|C2981362,Consistent,40,Vinyl Tile,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,122068,"EJ Welch Co, Inc",1078819,S011138048.001,21-Aug-24,2407168220,JONES HARRISON SR LIVING (AL 412),2008,Received Not Yet Invoiced,24-Jul-24,55430,121196,1,1,1.0,1000021112,"GRAVITY 392-3/BOSTON - (5MM) 9"" X 48"" / 24 SF PER CTN",40,40,312.0,SF,312.0,SF,312.0,652.08,652.08,False,652.08,0.0,652.08,0.0,0.0,False,False,False,0,False,False,"GRAVITY 392-3/BOSTON - (5MM) 9"" X 48"" / 24 SF PER CTN",False,2.0,128.0,Match,121196|1078819|S011138048.001,Consistent,40,Vinyl Tile,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",1081383,2553729,22-Aug-24,2403145467,TARGET CENTER CLUB RENOVATION,2008,Received Not Yet Invoiced,6-Aug-24,55430,105765,1,1,1.0,1000022250,INTERFACE WW890 - 105386 BLACK DOBBY 25CM X 1M GLASBAC,100,100,157.872,SY,157.87,SY,157.87,8717.69,8717.69,False,11803.37,0.0,11803.37,0.0,0.0,False,False,False,0,False,False,INTERFACE WW890 - 105386 BLACK DOBBY 25CM X 1M GLASBAC,False,1.0,129.0,Match,105765|1081383|2553729,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",1081383,2553729,22-Aug-24,2403145467,TARGET CENTER CLUB RENOVATION,2008,Received Not Yet Invoiced,6-Aug-24,55430,105765,2,1,1.0,1000022251,INTERFACE DESERT VEINS 108142 DARK SKY - 50CM X 1M - GLASBAC,100,100,95.68,SY,95.68,SY,95.68,3085.68,3085.68,False,11803.37,0.0,11803.37,0.0,0.0,False,False,False,0,False,False,INTERFACE DESERT VEINS 108142 DARK SKY - 50CM X 1M - GLASBAC,False,1.0,129.0,Match,105765|1081383|2553729,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1097246,98841640,30-Aug-24,2407167863,Abbott Lillehei CPT RES,2008,Received Not Yet Invoiced,30-Aug-24,55430,132284,1,1,1.0,197483-003,Mannington Force Textured Patterned Loop 18in x 36in - Kinetic (11360),1CPT,2CPT,65.0,SY,65.0,SY,65.0,3906.5,3906.5,False,3906.5,0.0,3906.5,0.0,0.0,False,False,False,0,False,False,MANNINGTON FORCE TEXTURED PATTERNED LOOP 18IN X 36IN - KINETIC (11360),False,3.0,127.0,Match,132284|1097246|98841640,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,107768,Milliken & Company,1094776,14708290,6-Sep-24,2402140218,TOTINO GRACE HIGH SCHOOL 2024 - CON,2008,Received Not Yet Invoiced,26-Aug-24,55430,134210,1,1,1.0,1000028424,"MILLIKEN LONGSTRAW HEATHER LGS131 QUIETLIFE FLEXFORM SOUND LVP 9.84"" X 59.06"" 22MIL 5.0MM",1VNL,2LVP,181.62,SF,181.62,SF,181.62,626.59,626.59,False,626.59,0.0,626.59,0.0,0.0,False,False,False,0,False,,"MILLIKEN LONGSTRAW HEATHER LGS131 QUIETLIFE FLEXFORM SOUND LVP 9.84"" X 59.06"" 22MIL 5.0MM",False,2.0,128.0,Match,134210|1094776|14708290,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",1099641,2562169,9-Sep-24,2403144451,BUTLER SQUARE NATURES WAY,2008,Received Not Yet Invoiced,4-Sep-24,55430,134742,1,1,1.0,1000030053,INTERFACE SHIVER ME TIMBERS #1241AK00 - 103923 CYPRUS - 25CM X 1M,1CPT,2CPT,17.94,SY,17.94,SY,17.94,479.9,479.9,False,479.9,0.0,479.9,0.0,0.0,False,False,False,0,False,False,INTERFACE SHIVER ME TIMBERS #1241AK00 - 103923 CYPRUS - 25CM X 1M,False,2.0,128.0,Match,134742|1099641|2562169,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1135694,3749645,25-Sep-24,2407167553,ST KATES CATHEDRAL HALLWAY  - SHAW,2008,Received Not Yet Invoiced,13-Sep-24,55430,141350,1,1,1.0,1000032018,Shaw Contract Hana (5A237) 12' Ultraloc - Sky (36447),1CBL,2CBL,140.0,SY,140.0,SY,140.0,2972.2,2972.2,False,2972.2,0.0,2972.2,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT HANA (5A237) 12' ULTRALOC - SKY (36447),True,,,Match,141350|1135694|3749645,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,102775,"Interface Americas, Inc.",1130771,2570082,30-Sep-24,2407169816,PRECISION ORTHO OPT#2,2008,Received Not Yet Invoiced,26-Sep-24,55430,142425,1,1,1.0,1000032386,Interface Brushed lines 3.0 mm 25cm x 1m - Graphite (C00702) = 9 CTNS,1VNL,2LVP,339.03,SF,339.03,SF,339.03,735.7,735.7,False,735.7,0.0,735.7,0.0,0.0,False,False,False,0,False,False,INTERFACE BRUSHED LINES 3.0 MM 25CM X 1M - GRAPHITE (C00702) = 9 CTNS,False,1.0,129.0,Match,142425|1130771|2570082,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121019,"Bentley Mills, Inc.",1154083,860206,6-Oct-24,2403145467,TARGET CENTER CLUB RENOVATION,2008,Received Not Yet Invoiced,20-Sep-24,55430,137245,1,1,1.0,1000022249,"BENTLEY BACKSTAGE II 400867 AT RISE NEXT STEP CUSHION 18"" X 36"" SUBJECT TO 5% OVERAGE",1CPT,2CPT,57.73,SY,57.73,SY,57.73,1991.69,1991.69,False,1991.69,0.0,1991.69,0.0,0.0,False,False,False,0,False,False,"BENTLEY BACKSTAGE II 400867 AT RISE NEXT STEP CUSHION 18"" X 36"" SUBJECT TO 5% OVERAGE",False,1.0,129.0,Match,137245|1154083|860206,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121550,Mohawk Industries,1155806,C3634577,7-Oct-24,2408175077,BLAZE CU EMPIRE BLDG LOWER LEVEL VI,2008,Received Not Yet Invoiced,4-Oct-24,55430,143963,1,1,1.0,1000017677,MOHAWK COLOR STUDY 30 (BC574) WELDLOK 12' - TRICON BLACK (999),1CBL,2CBL,8.0,SY,8.0,SY,8.0,126.96,126.96,False,126.96,0.0,126.96,0.0,0.0,False,False,False,0,False,False,MOHAWK COLOR STUDY 30 (BC574) WELDLOK 12' - TRICON BLACK (999),False,7.0,123.0,Match,143963|1155806|C3634577,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121019,"Bentley Mills, Inc.",1170970,862158,17-Oct-24,2403145467,TARGET CENTER CLUB RENOVATION,2008,Received Not Yet Invoiced,19-Sep-24,55430,143055,1,1,1.0,1000032568,"BENTLEY ROUGH IDEA SHEAR - DESIGN 800116 - 24"" X 24"" HARDBACK TILE",1CPT,2CPT,19.0,SY,19.0,SY,19.0,759.05,759.05,False,759.05,0.0,759.05,0.0,0.0,False,False,False,0,False,False,"BENTLEY ROUGH IDEA SHEAR - DESIGN 800116 - 24"" X 24"" HARDBACK TILE",False,1.0,129.0,Match,143055|1170970|862158,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1176359,3961911,22-Oct-24,2408173748,BELL BANK- COLONADE 1sT Flr Remodel,5205,PROJECT PO Variance M181 & M182,9-Oct-24,55430,149425,3,1,1.0,175048-005,Shaw Tile Bon Jour II (5T032) Needlebond 24in x 24in - Ebony (31500),1CPT,2CPT,10.66,SY,10.66,SY,,0.39,,False,8551.24,0.0,8551.24,0.0,0.0,False,False,False,0,False,False,SHAW TILE BON JOUR II (5T032) NEEDLEBOND 24IN X 24IN - EBONY (31500),False,7.0,123.0,Match,149425|1176359|3961911,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1176359,3961911,22-Oct-24,2408173748,BELL BANK- COLONADE 1sT Flr Remodel,2008,Received Not Yet Invoiced,9-Oct-24,55430,149425,2,1,1.0,201318-006,Shaw Contract Exchange (5T304) Multi-Level Pattern Dyed Loop 18in x 36in - Riad (01518),1CPT,2CPT,205.0,SY,205.0,SY,205.0,8140.55,8140.55,False,8551.24,0.0,8551.24,0.0,0.0,False,False,False,0,False,False,SHAW CONTRACT EXCHANGE (5T304) MULTI-LEVEL PATTERN DYED LOOP 18IN X 36IN - RIAD (01518),True,,,Match,149425|1176359|3961911,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1176359,3961911,22-Oct-24,2408173748,BELL BANK- COLONADE 1sT Flr Remodel,2008,Received Not Yet Invoiced,9-Oct-24,55430,149425,3,1,1.0,175048-005,Shaw Tile Bon Jour II (5T032) Needlebond 24in x 24in - Ebony (31500),1CPT,2CPT,10.66,SY,10.66,SY,10.66,410.3,410.3,False,8551.24,0.0,8551.24,0.0,0.0,False,False,False,0,False,False,SHAW TILE BON JOUR II (5T032) NEEDLEBOND 24IN X 24IN - EBONY (31500),False,7.0,123.0,Match,149425|1176359|3961911,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1180458,3825601,24-Oct-24,2404149554,GRADIENT (1st Flr FLOOD DAMAGE),2008,Received Not Yet Invoiced,24-Sep-24,55430,144286,1,1,1.0,1000024757,SHAW COMMERCIAL CASA 5T525 NATIVE 25105 18 X 36,100,100,20.0,SY,20.0,SY,20.0,514.8,514.8,False,514.8,0.0,514.8,0.0,0.0,False,False,False,0,False,False,SHAW COMMERCIAL CASA 5T525 NATIVE 25105 18 X 36,False,2.0,128.0,Match,144286|1180458|3825601,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,107768,Milliken & Company,1181325,14734473,30-Oct-24,2409180371,ST KATES DURHAM HALL LOBBY CARPET,2008,Received Not Yet Invoiced,21-Oct-24,55430,149089,1,1,1.0,1000033351,MILLIKEN Common Factor -Vertex Ver134 - 254 Gold,1CPT,2CPT,154.0,SY,154.0,SY,154.0,3848.46,3848.46,False,3945.22,0.0,3945.22,0.0,0.0,False,False,False,0,False,,MILLIKEN COMMON FACTOR -VERTEX VER134 - 254 GOLD,False,2.0,128.0,Match,149089|1181325|14734473,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,107768,Milliken & Company,1181325,14734473,30-Oct-24,2409180371,ST KATES DURHAM HALL LOBBY CARPET,5205,PROJECT PO Variance M181 & M182,21-Oct-24,55430,149089,1,1,1.0,1000033351,MILLIKEN Common Factor -Vertex Ver134 - 254 Gold,1CPT,2CPT,154.0,SY,154.0,SY,,96.76,,False,3945.22,0.0,3945.22,0.0,0.0,False,False,False,0,False,,MILLIKEN COMMON FACTOR -VERTEX VER134 - 254 GOLD,False,2.0,128.0,Match,149089|1181325|14734473,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,101526,"Shaw Industries, Inc.",1192284,4129924,7-Nov-24,2409180554,FAIRVIEW M HEALTH NORTH BRANCH (REG,2008,Received Not Yet Invoiced,16-Sep-24,55430,141923,1,1,1.0,1000022706,Patcraft Make Your Way (I0658) 18in x 36in Ecoworx - Frozen Earth (00700),1CPT,2CPT,95.0,SY,95.0,SY,95.0,3325.95,3325.95,False,3325.95,0.0,3325.95,0.0,0.0,False,False,False,0,False,,PATCRAFT MAKE YOUR WAY (I0658) 18IN X 36IN ECOWORX - FROZEN EARTH (00700),False,3.0,127.0,Match,141923|1192284|4129924,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,101526,"Shaw Industries, Inc.",1206048,4129925,7-Nov-24,2409180570,FAIRVIEW M HEALTH NORTH BRANCH (WAI,2008,Received Not Yet Invoiced,16-Sep-24,55430,141922,1,1,1.0,1000022706,Patcraft Make Your Way (I0658) 18in x 36in Ecoworx - Frozen Earth (00700),1CPT,2CPT,15.0,SY,15.0,SY,15.0,525.15,525.15,False,525.15,0.0,525.15,0.0,0.0,False,False,False,0,False,,PATCRAFT MAKE YOUR WAY (I0658) 18IN X 36IN ECOWORX - FROZEN EARTH (00700),False,3.0,127.0,Match,141922|1206048|4129925,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,103423,"Shaw Industries, Inc.",1200227,4162205,7-Nov-24,2405156630,BRUNSWICK UNITED METHODIST CHURCH C,2008,Received Not Yet Invoiced,4-Nov-24,55430,156701,1,1,1.0,1000027356,PATCRAFT INFRASTRUCTURE I0522 CANTILEVER 00450 ELECTRIC ULTRALOC 12' BROADLOOM,1CBL,2CBL,56.0,SY,56.0,SY,56.0,672.0,672.0,False,672.0,0.0,672.0,0.0,0.0,False,False,False,0,False,False,PATCRAFT INFRASTRUCTURE I0522 CANTILEVER 00450 ELECTRIC ULTRALOC 12' BROADLOOM,False,3.0,127.0,Match,156701|1200227|4162205,Consistent,1CBL,Carpet BL,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1206084,98918628,7-Nov-24,2407167801,BROOKLYN PARK COMMUNITY ACTIVITY CE,2008,Received Not Yet Invoiced,11-Nov-24,55430,151740,1,1,1.0,172113-000,Mannington M-Guard V-88 Luxury Vinyl Tile 4 Gallon,1VNL,2LVT,7.0,EA,7.0,EA,7.0,1106.0,1106.0,False,22903.1,0.0,22903.1,0.0,0.0,False,False,False,0,False,False,MANNINGTON M-GUARD V-88 LUXURY VINYL TILE 4 GALLON,False,69.0,61.0,Match,151740|1206084|98918628,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1206084,98918628,7-Nov-24,2407167801,BROOKLYN PARK COMMUNITY ACTIVITY CE,2008,Received Not Yet Invoiced,11-Nov-24,55430,151740,2,1,1.0,1000020627,"Mannington Spacia Wood  6""x36""2.5mm SS5W12107 Heritage Cherry Merlot LVT",1VNL,2LVT,7290.0,SF,7290.0,SF,7290.0,21797.1,21797.1,False,22903.1,0.0,22903.1,0.0,0.0,False,False,False,0,False,False,"MANNINGTON SPACIA WOOD  6""X36""2.5MM SS5W12107 HERITAGE CHERRY MERLOT LVT",False,1.0,129.0,Match,151740|1206084|98918628,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1206057,98923209,7-Nov-24,2404152712,General Mills B2 Renovation,2008,Received Not Yet Invoiced,1-Nov-24,55430,157929,1,1,1.0,1000024485,"MANNINGTON ENTRY TILE RECOARSE II BYPASS BLACK 1518 24"" X 24""",100,100,32.0,SY,32.0,SY,32.0,1923.2,1923.2,False,1923.2,0.0,1923.2,0.0,0.0,False,False,False,0,False,False,"MANNINGTON ENTRY TILE RECOARSE II BYPASS BLACK 1518 24"" X 24""",False,3.0,127.0,Match,157929|1206057|98923209,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,121550,Mohawk Industries,1206040,C3864182,7-Nov-24,2402137278,WALKER WEST MUSIC ACADEMY,2008,Received Not Yet Invoiced,21-Oct-24,55430,153943,1,1,1.0,1000033606,Mohawk Bolder 5.0 (C2108) 18in x 36in 5.0MM - Lava (949),1VNL,2LVT,81.0,SF,81.0,SF,81.0,177.39,177.39,False,177.39,0.0,177.39,0.0,0.0,False,False,False,0,False,False,MOHAWK BOLDER 5.0 (C2108) 18IN X 36IN 5.0MM - LAVA (949),False,2.0,128.0,Match,153943|1206040|C3864182,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1212222,98908915,12-Nov-24,2405157325,REGIONS HOSPITAL GYN ONC CLINIC,2008,Received Not Yet Invoiced,10-Oct-24,55430,137044,1,1,1.0,1000027342,"MANNINGTON MULTIPLEXER CPT TILE - HELMETRON #13634 24"" X 24""",1CPT,2CPT,16.0,SY,16.0,SY,16.0,460.0,460.0,False,1271.28,0.0,1271.28,0.0,0.0,False,False,False,0,False,False,"MANNINGTON MULTIPLEXER CPT TILE - HELMETRON #13634 24"" X 24""",False,1.0,129.0,Match,137044|1212222|98908915,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1212222,98908915,12-Nov-24,2405157325,REGIONS HOSPITAL GYN ONC CLINIC,2008,Received Not Yet Invoiced,10-Oct-24,55430,137044,2,1,1.0,1000027343,"MANNINGTON WOOD SELECT LVT PRINCETON CHERRY NATURAL MSC154 - 7.25"" X 48"" PLANK",1VNL,2LVT,217.5,SF,217.5,SF,217.5,811.28,811.28,False,1271.28,0.0,1271.28,0.0,0.0,False,False,False,0,False,False,"MANNINGTON WOOD SELECT LVT PRINCETON CHERRY NATURAL MSC154 - 7.25"" X 48"" PLANK",False,1.0,129.0,Match,137044|1212222|98908915,Consistent,1VNL,Vinyl,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1212429,98917789,12-Nov-24,2409179578,BELL BANK STE 1100 & 1400 Renovatio,5205,PROJECT PO Variance M181 & M182,8-Nov-24,55430,145908,2,1,1.0,1000031976,Mannington Rough and Tumble Collection- Rough  12x36  16oz face weight   Infinity2 backing  Rugged (83641),1CPT,2CPT,271.83,SY,271.83,SY,,474.11,,False,65699.84,0.0,65699.84,0.0,0.0,False,False,False,0,False,False,MANNINGTON ROUGH AND TUMBLE COLLECTION- ROUGH  12X36  16OZ FACE WEIGHT   INFINITY2 BACKING  RUGGED (83641),False,2.0,128.0,Match,145908|1212429|98917789,Consistent,1CPT,Carpet Tile,New Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1212429,98917789,12-Nov-24,2409179578,BELL BANK STE 1100 & 1400 Renovatio,5205,PROJECT PO Variance M181 & M182,8-Nov-24,55430,145908,1,1,1.0,1000021272,"LINEN WEAVE LINWT-12551 STORM 24"" X 24"" / 7.99 YDS PER CTN",100,100,2100.0,SY,2100.0,SY,,923.29,,False,65699.84,0.0,65699.84,0.0,0.0,False,False,False,0,False,False,"LINEN WEAVE LINWT-12551 STORM 24"" X 24"" / 7.99 YDS PER CTN",False,3.0,127.0,Match,145908|1212429|98917789,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
BNB,Beckers New Brighton,108164,"Mannington Mills, Inc.",1212429,98917789,12-Nov-24,2409179578,BELL BANK STE 1100 & 1400 Renovatio,2008,Received Not Yet Invoiced,8-Nov-24,55430,145908,1,1,1.0,1000021272,"LINEN WEAVE LINWT-12551 STORM 24"" X 24"" / 7.99 YDS PER CTN",100,100,2100.0,SY,2100.0,SY,2100.0,57330.0,57330.0,False,65699.84,0.0,65699.84,0.0,0.0,False,False,False,0,False,False,"LINEN WEAVE LINWT-12551 STORM 24"" X 24"" / 7.99 YDS PER CTN",False,3.0,127.0,Match,145908|1212429|98917789,Consistent,100,Carpet Tiles,Old Commodity,Yes,False,True,True
