po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
183833,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",212827-003,Shaw Patcraft-First Step (802R2)-Undefined-24in x 24in-Charcoal (00590),1CPT,Carpet Tile,10.67,SQYD,78.29,Carpet_Tile_1CPT_SQYD,1CPT,1,1,8.2,10.05,L5C,,L5C,39.61,0.7685,25.37,10.67,SQYD
183833,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000019776,Shaw Patcraft Matrix (804L0) 24 x 24 - Azurite (00450),1CPT,Carpet Tile,62.22,SQYD,78.29,Carpet_Tile_1CPT_SQYD,1CPT,1,1,47.82,58.6,L5C,,L5C,230.99,0.7685,25.37,62.22,SQYD
183863,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",175050-007,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Sterling (31557),1CPT,Carpet Tile,15.99,SQYD,77.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.06,L5C,,L5C,59.36,0.7834,25.37,15.99,SQYD
184234,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",201683-001,Shaw Contract Jacquard (5T280) Undefined 18in x 36in - Saffron (79210),1CPT,Carpet Tile,310.0,SQYD,1156.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,242.85,206.47,L5C,,1M,1150.88,0.7834,17.94,310.0,SQYD
184234,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",201302-001,Shaw Contract Textile (5T279) Multi Level Pattern Cut/Loop 18in x 36in - Saffron (79210),1CPT,Carpet Tile,515.0,SQYD,1156.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,393.77,343.0,5C,,1M,1911.94,0.7646,17.94,515.0,SQYD
184378,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,108164,"Mannington Mills, Inc.",216022-002,Mannington Hightide Patterened Loop 18in x 36in - Port (14264),1CPT,Carpet Tile,134.0,SQYD,136.66,Carpet_Tile_1CPT_SQYD,1CPT,1,1,102.98,126.21,L5C,,L5C,497.47,0.7685,25.37,134.0,SQYD
184477,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000039831,Milliken Custom Carpet Tile 50cm x 1m (DR01426103_P50),1CPT,Carpet Tile,16.15,SQYD,75.04,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.41,15.21,L5C,,L5C,59.96,0.7685,25.37,16.15,SQYD
184477,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000039775,Milliken Custom Carpet Tile 1m x 1m (DR01426102),1CPT,Carpet Tile,32.29,SQYD,75.04,Carpet_Tile_1CPT_SQYD,1CPT,1,1,24.81,30.41,L5C,,L5C,119.88,0.7685,25.37,32.29,SQYD
184724,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,121550,Mohawk Industries,193331-004,Mohawk Threaded Craft Tile (BT414) Tufted Textured Pattern Loop 24in x 24in - Dusk (7879),1CPT,Carpet Tile,10.67,SQYD,97.08,Carpet_Tile_1CPT_SQYD,1CPT,1,1,8.36,10.05,L5C,,L5C,39.61,0.7834,25.37,10.67,SQYD
185264,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",180712-001,Shaw Contract Realm EW24 (5T078) Undefined 24in x 24in - Sight (78111),1CPT,Carpet Tile,16.0,SQYD,22.33,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.3,15.07,L5C,,L5C,59.4,0.7685,25.37,16.0,SQYD
185321,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000040540,"PATCRAFT\I0291 EXPERIENCE\00570 VISION\24""X24""",1CPT,Carpet Tile,479.7,SQYD,669.76,Carpet_Tile_1CPT_SQYD,1CPT,1,1,375.8,319.49,L5C,,1M,1780.89,0.7834,17.94,479.7,SQYD
185508,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,205283-001,J&J Fast Track (7578) Pattern Loop 18in x 36in - CHASE (3215),1CPT,Carpet Tile,132.0,SQYD,177.76,Carpet_Tile_1CPT_SQYD,1CPT,1,1,101.44,124.33,L5C,,L5C,490.05,0.7685,25.37,132.0,SQYD
185524,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",212330-008,Shaw Contract Hub Tile (5T459) Multi Level Pattern Loop 24in x 24in - Gather (57761),1CPT,Carpet Tile,53.33,SQYD,53.89,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.98,50.23,L5C,,L5C,197.99,0.7685,25.37,53.33,SQYD
185866,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-004,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Shimmery Blue (94485),1CPT,Carpet Tile,266.4,SQYD,269.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,204.73,228.76,L5C,,5C,989.01,0.7685,23.13,266.4,SQYD
185981,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",184757-008,Interface AE311 (138830AK00) Tufted Texture Loop 25cm x 1m - Smoke (104674),1CPT,Carpet Tile,29.9,SQYD,133.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,23.42,28.16,L5C,,L5C,111.0,0.7834,25.37,29.9,SQYD
186291,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205039-005,Shaw Contract Companion Tile (5t352) Multi Level Pattern Loop 24in x 24in - Fuse (52515),1CPT,Carpet Tile,26.67,SQYD,26.07,Carpet_Tile_1CPT_SQYD,1CPT,1,1,20.5,25.12,L5C,,L5C,99.01,0.7685,25.37,26.67,SQYD
187071,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,44.45,SQYD,44.97,Carpet_Tile_1CPT_SQYD,1CPT,1,1,34.82,41.87,L5C,,L5C,165.02,0.7834,25.37,44.45,SQYD
187152,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000040054,Mohawk Hidden Landscape (BT606) 12in x 36in EcoFlex Matrix - Rail Park (989),1CPT,Carpet Tile,120.0,SQYD,156.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,92.22,113.02,L5C,,L5C,445.5,0.7685,25.37,120.0,SQYD
187368,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,320.04,SQYD,457.82,Carpet_Tile_1CPT_SQYD,1CPT,1,1,250.72,213.15,L5C,,1M,1188.15,0.7834,17.94,320.04,SQYD
187368,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000040853,SHAW\SPACE WORX\PRIMARY TILE 5T123\COLOR-LIMESTONE 17530\24X24,1CPT,Carpet Tile,96.0,SQYD,457.82,Carpet_Tile_1CPT_SQYD,1CPT,1,1,75.21,90.42,L5C,,L5C,356.4,0.7834,25.37,96.0,SQYD
187517,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",213014-005,Interface Diminuendo (150250AK0G) Tufted Patterned Loop 25cm x 1m - Mica (106698),1CPT,Carpet Tile,777.4,SQYD,318.28,Carpet_Tile_1CPT_SQYD,1CPT,1,1,594.4,415.89,5C,,2M,2886.1,0.7646,14.41,777.4,SQYD
187553,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",193276-006,Shaw Patcraft Skill (I0461) Multi Level Pattern Loop 24in x 24in - Expertise (00705),1CPT,Carpet Tile,142.08,SQYD,135.79,Carpet_Tile_1CPT_SQYD,1CPT,1,1,105.45,109.98,L5C,,5C,527.47,0.7422,20.85,142.08,SQYD
187613,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,1000040883,Pentz Blockade (7039T) 24in x 24in Nexus Modular - Parcel (2123),1CPT,Carpet Tile,48.0,SQYD,65.73,Carpet_Tile_1CPT_SQYD,1CPT,1,1,36.89,45.21,L5C,,L5C,178.2,0.7685,25.37,48.0,SQYD
187762,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",212203-002,Shaw Contract Downtime Tile (5T457) Multi Level Pattern Loop 24in x 24in - Keen (57486),1CPT,Carpet Tile,222.25,SQYD,224.83,Carpet_Tile_1CPT_SQYD,1CPT,1,1,174.11,190.85,L5C,,5C,825.1,0.7834,23.13,222.25,SQYD
187982,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163672-023,Shaw Tile Disperse Tile (59576) Full Repeat 24in x 24in - Passport (75597),1CPT,Carpet Tile,112.0,SQYD,156.41,Carpet_Tile_1CPT_SQYD,1CPT,1,1,86.07,105.49,L5C,,L5C,415.8,0.7685,25.37,112.0,SQYD
188254,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000041427,"PATCRAFT\i0204 COLOR CHOICE\00150 TOBACCO\24""X24""",1CPT,Carpet Tile,10.67,SQYD,14.89,Carpet_Tile_1CPT_SQYD,1CPT,1,1,8.36,10.05,L5C,,L5C,39.61,0.7834,25.37,10.67,SQYD
188527,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,102775,"Interface Americas, Inc.",1000041050,Interface Etched Earth (EE714) 25cm x 1m GlasBac - Fossil (103446),1CPT,Carpet Tile,113.62,SQYD,537.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,84.33,96.47,L5C,,L5C,421.81,0.7422,22.87,113.62,SQYD
188527,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,102775,"Interface Americas, Inc.",1000041051,Interface Etched Earth (EE711) 50cm x 50cm GlasBac - Fossil (103462),1CPT,Carpet Tile,107.64,SQYD,537.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,79.89,91.39,L5C,,L5C,399.61,0.7422,22.87,107.64,SQYD
188811,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000032315,Shaw Daydreamer Tile (5T593) 24x24 Ecoworx  Cultivate Green (93326),1CPT,Carpet Tile,5.33,SQYD,8.12,Carpet_Tile_1CPT_SQYD,1CPT,1,1,4.1,5.02,L5C,,L5C,19.79,0.7685,25.37,5.33,SQYD
189109,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183691-006,Shaw Contract Primary Tile (5T123) Multi Level Pattern Loop 24in x 24in - Dove Grey (17557),1CPT,Carpet Tile,1086.72,SQYD,1519.38,Carpet_Tile_1CPT_SQYD,1CPT,1,1,817.21,581.36,1M,,3M,4034.45,0.752,14.41,1086.72,SQYD
189252,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-009,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,817.74,SQYD,845.43,Carpet_Tile_1CPT_SQYD,1CPT,1,1,613.31,429.27,5C,,3M,3035.86,0.75,14.14,817.74,SQYD
189252,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-009,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,17.81,SQYD,845.43,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.69,16.77,L5C,,L5C,66.12,0.7685,25.37,17.81,SQYD
189464,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,191832-014,Milliken Color Field Pati Tufted Texture Loop 25cm x 1m - WOOD (PAT124),1CPT,Carpet Tile,29.6,SQYD,75.04,Carpet_Tile_1CPT_SQYD,1CPT,1,1,22.75,27.88,L5C,,L5C,109.89,0.7685,25.37,29.6,SQYD
189888,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-004,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Movement (75481),1CPT,Carpet Tile,192.0,SQYD,269.07,Carpet_Tile_1CPT_SQYD,1CPT,1,1,147.55,164.87,L5C,,5C,712.8,0.7685,23.13,192.0,SQYD
190661,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000041376,TARKETT/NANO/CHROMITE 48208/POWERBOND CUSHION RS/6',1CPT,Carpet Tile,94.0,SQYD,83.35,Carpet_Tile_1CPT_SQYD,1CPT,1,1,73.64,88.53,L5C,,L5C,348.97,0.7834,25.37,94.0,SQYD
191227,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,1000041491,Milliken Loudspeaker Mid-Range 25cm x 1m Wellbac Comfort - Blue Blend (MDR73-157),1CPT,Carpet Tile,89.4,SQYD,125.14,Carpet_Tile_1CPT_SQYD,1CPT,1,1,70.04,84.2,L5C,,L5C,331.9,0.7834,25.37,89.4,SQYD
191423,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",189708-008,Shaw Contract City Central Tile (5T175) Multi Level Pattern Loop 9in x 36in - Island (72595),1CPT,Carpet Tile,490.0,SQYD,686.69,Carpet_Tile_1CPT_SQYD,1CPT,1,1,383.87,326.35,L5C,,1M,1819.12,0.7834,17.94,490.0,SQYD
191643,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175048-005,Shaw Tile Bon Jour II (5T032) Needlebond 24in x 24in - Ebony (31500),1CPT,Carpet Tile,5.33,SQYD,77.22,Carpet_Tile_1CPT_SQYD,1CPT,1,1,4.1,5.02,L5C,,L5C,19.79,0.7685,25.37,5.33,SQYD
191733,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,172277-018,Milliken Southern Analog Pinhole Underscore ES Tufted Texture Loop 50cm x 50cm - Zoom (PH418),1CPT,Carpet Tile,1060.25,SQYD,734.19,Carpet_Tile_1CPT_SQYD,1CPT,1,1,782.15,556.58,1M,,3M,3936.18,0.7377,14.14,1060.25,SQYD
191803,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),1CPT,Carpet Tile,17.78,SQYD,18.05,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.93,16.75,L5C,,L5C,66.01,0.7834,25.37,17.78,SQYD
191809,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),1CPT,Carpet Tile,17.78,SQYD,18.05,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.93,16.75,L5C,,L5C,66.01,0.7834,25.37,17.78,SQYD
192331,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000040540,"PATCRAFT\I0291 EXPERIENCE\00570 VISION\24""X24""",1CPT,Carpet Tile,106.67,SQYD,149.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,83.57,100.47,L5C,,L5C,396.01,0.7834,25.37,106.67,SQYD
192645,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000036011,Shaw Patcraft Introspective (I0677) 18in x 36in EcoWorx - Birch (00530),1CPT,Carpet Tile,100.0,SQYD,140.14,Carpet_Tile_1CPT_SQYD,1CPT,1,1,78.34,94.19,L5C,,L5C,371.25,0.7834,25.37,100.0,SQYD
192648,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,212172-006,EF Contract-Crosswalk Tile (TCWK)-Patterned Scroll-24in x 24in-STEEL (CWK56),1CPT,Carpet Tile,80.0,SQYD,107.61,Carpet_Tile_1CPT_SQYD,1CPT,1,1,62.67,75.35,L5C,,L5C,297.0,0.7834,25.37,80.0,SQYD
193034,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000041781,Tarkett\11072 Marled Tweed\27309 Noir Tweed\Ethos Modular w/Omnicoat\18x36,1CPT,Carpet Tile,126.0,SQYD,84.05,Carpet_Tile_1CPT_SQYD,1CPT,1,1,98.71,118.67,L5C,,L5C,467.77,0.7834,25.37,126.0,SQYD
193110,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000041427,"PATCRAFT\i0204 COLOR CHOICE\00150 TOBACCO\24""X24""",1CPT,Carpet Tile,10.67,SQYD,14.94,Carpet_Tile_1CPT_SQYD,1CPT,1,1,8.36,10.05,L5C,,L5C,39.61,0.7834,25.37,10.67,SQYD
193127,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175048-006,Shaw Tile Bon Jour II (5T032) Needlebond 24in x 24in - Charcoal (31549),1CPT,Carpet Tile,16.0,SQYD,42.79,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.3,15.07,L5C,,L5C,59.4,0.7685,25.37,16.0,SQYD
193640,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183682-004,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Raven (17505),1CPT,Carpet Tile,26.65,SQYD,55.16,Carpet_Tile_1CPT_SQYD,1CPT,1,1,20.88,25.1,L5C,,L5C,98.94,0.7834,25.37,26.65,SQYD
194079,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",168363-005,Mannington Ruffian II Undefined 24in x 24in - Blue Balance (3501),1CPT,Carpet Tile,24.0,SQYD,112.48,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.8,22.6,L5C,,L5C,89.1,0.7834,25.37,24.0,SQYD
195464,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,1000022316,"J&J FLOORING\CARPET TILE\COLLECTION-ELEMENTAL (7683)\24"" X 24""\COLOR- WEATHERED (#2627)",1CPT,Carpet Tile,16.0,SQYD,39.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.07,L5C,,L5C,59.4,0.7834,25.37,16.0,SQYD
195540,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191440-005,Shaw Contract-Intent Tile (5T208)-Multi Level Pattern Loop-24in x 24in-Woodsmoke (08760),1CPT,Carpet Tile,124.44,SQYD,300.62,Carpet_Tile_1CPT_SQYD,1CPT,1,1,97.49,117.21,L5C,,L5C,461.98,0.7834,25.37,124.44,SQYD
195540,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200941-010,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,35.56,SQYD,300.62,Carpet_Tile_1CPT_SQYD,1CPT,1,1,27.86,33.49,L5C,,L5C,132.02,0.7834,25.37,35.56,SQYD
195658,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",206063-009,Shaw Philadelphia Profusion Tile (54931) Multi Level Pattern Loop 24in x 24in - Piles (00702),1CPT,Carpet Tile,17.78,SQYD,18.11,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.93,16.75,L5C,,L5C,66.01,0.7834,25.37,17.78,SQYD
195665,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",216063-003,Shaw Contract Upbeat Tile (5T490) Multi Level Pattern Loop 18in x 36in - Strong (90481),1CPT,Carpet Tile,280.0,SQYD,285.28,Carpet_Tile_1CPT_SQYD,1CPT,1,1,215.18,186.49,L5C,,1M,1039.5,0.7685,17.94,280.0,SQYD
196081,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-005,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Blue Belle (94486),1CPT,Carpet Tile,106.67,SQYD,238.96,Carpet_Tile_1CPT_SQYD,1CPT,1,1,83.57,100.47,L5C,,L5C,396.01,0.7834,25.37,106.67,SQYD
196209,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196889-002,Shaw Patcraft Rebalance (I0500) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,364.49,SQYD,420.86,Carpet_Tile_1CPT_SQYD,1CPT,1,1,285.54,242.76,L5C,,1M,1353.17,0.7834,17.94,364.49,SQYD
196209,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000014506,"Patcraft\Carpet Tile\First Step 802R2\24""x24""\Color- Charcoal 00590\5.33 SY per box",1CPT,Carpet Tile,37.33,SQYD,420.86,Carpet_Tile_1CPT_SQYD,1CPT,1,1,29.24,35.16,L5C,,L5C,138.59,0.7834,25.37,37.33,SQYD
197081,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208648-004,Shaw Contract Elevate Tile (5T388) Multi Level Pattern Loop 24in x 24in - Shadow (88500),1CPT,Carpet Tile,122.67,SQYD,171.3,Carpet_Tile_1CPT_SQYD,1CPT,1,1,96.1,115.54,L5C,,L5C,455.41,0.7834,25.37,122.67,SQYD
197402,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),1CPT,Carpet Tile,352.82,SQYD,312.72,Carpet_Tile_1CPT_SQYD,1CPT,1,1,271.14,234.99,L5C,,1M,1309.84,0.7685,17.94,352.82,SQYD
198193,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",179112-022,Shaw Contract Reverse Tile - Ecoworx (5T069) Multi Level Pattern Loop 24in x 24in - Space (69500),1CPT,Carpet Tile,90.67,SQYD,126.61,Carpet_Tile_1CPT_SQYD,1CPT,1,1,71.03,85.4,L5C,,L5C,336.61,0.7834,25.37,90.67,SQYD
198395,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",214698-001,Shaw Contract Grit Tile (5T486) Multi Level Pattern Cut/Loop 24in x 24in - Marble (84100),1CPT,Carpet Tile,26.67,SQYD,67.74,Carpet_Tile_1CPT_SQYD,1CPT,1,1,19.79,22.64,L5C,,L5C,99.01,0.7422,22.87,26.67,SQYD
198395,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",211215-001,Shaw Contract In Common Tile (5T451) Undefined 9in x 36in - Include (50100),1CPT,Carpet Tile,25.0,SQYD,67.74,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.55,21.23,L5C,,L5C,92.81,0.7422,22.87,25.0,SQYD
198784,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",163592-012,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Flutter (75761),1CPT,Carpet Tile,16.0,SQYD,101.88,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.3,15.07,L5C,,L5C,59.4,0.7685,25.37,16.0,SQYD
198920,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000035170,Tarkett Flame Edit (11612) 24in x24in Ethos Backed - Common Ground (22404),1CPT,Carpet Tile,560.28,SQYD,109.69,Carpet_Tile_1CPT_SQYD,1CPT,1,1,428.39,299.73,5C,,2M,2080.04,0.7646,14.41,560.28,SQYD
198963,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",161445-003,Shaw Tile Transparent Tile (59563) Undefined 24in x 24in - Moonstone (62500),1CPT,Carpet Tile,32.0,SQYD,76.95,Carpet_Tile_1CPT_SQYD,1CPT,1,1,24.59,30.14,L5C,,L5C,118.8,0.7685,25.37,32.0,SQYD
199145,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",206063-009,Shaw Philadelphia Profusion Tile (54931) Multi Level Pattern Loop 24in x 24in - Piles (00702),1CPT,Carpet Tile,142.24,SQYD,142.89,Carpet_Tile_1CPT_SQYD,1CPT,1,1,111.43,122.14,L5C,,5C,528.07,0.7834,23.13,142.24,SQYD
199228,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",209672-008,Shaw Contract Balcony Tile (5T389) Multi Level Pattern Loop 24in x 24in - Calm (88595),1CPT,Carpet Tile,293.33,SQYD,406.76,Carpet_Tile_1CPT_SQYD,1CPT,1,1,225.42,195.36,L5C,,1M,1088.99,0.7685,17.94,293.33,SQYD
199565,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-005,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Woodsmoke (08760),1CPT,Carpet Tile,26.67,SQYD,26.4,Carpet_Tile_1CPT_SQYD,1CPT,1,1,20.5,25.12,L5C,,L5C,99.01,0.7685,25.37,26.67,SQYD
200062,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",188323-006,Interface WW860 (28190AK00) Tufted Patterned Loop 25cm x 1m - Natural Tweed (105356),1CPT,Carpet Tile,35.88,SQYD,132.77,Carpet_Tile_1CPT_SQYD,1CPT,1,1,28.11,33.79,L5C,,L5C,133.2,0.7834,25.37,35.88,SQYD
200806,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,1000040054,Mohawk Hidden Landscape (BT606) 12in x 36in EcoFlex Matrix - Rail Park (989),1CPT,Carpet Tile,24.0,SQYD,31.2,Carpet_Tile_1CPT_SQYD,1CPT,1,1,18.44,22.6,L5C,,L5C,89.1,0.7685,25.37,24.0,SQYD
201038,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",204292-003,Shaw Patcraft Inclusion Color (I0553) Multi Level Pattern Loop 24in x 24in - Jade (00410),1CPT,Carpet Tile,453.31,SQYD,455.43,Carpet_Tile_1CPT_SQYD,1CPT,1,1,348.37,301.91,L5C,,1M,1682.91,0.7685,17.94,453.31,SQYD
201657,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",1000007114,Interface Gather CushionBac Renew (19DR10250F) Tufted Textured Loop 50cm x 50cm - Custom Color (27112 006.190659),1CPT,Carpet Tile,5.38,SQYD,40.84,Carpet_Tile_1CPT_SQYD,1CPT,1,1,4.13,5.07,L5C,,L5C,19.97,0.7685,25.37,5.38,SQYD
