po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,commodity_group,commoditydescription,quantity,uom,po_freight_cost,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
171676,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",175050-007,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Sterling (31557),1CPT,Carpet Tile,48.0,SQYD,65.8,Carpet_Tile_1CPT_SQYD,1CPT,1,1,37.6,45.21,L5C,,L5C,178.2,0.7834,25.37,48.0,SQYD
171907,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",193276-006,Shaw Patcraft Skill (I0461) Multi Level Pattern Loop 24in x 24in - Expertise (00705),1CPT,Carpet Tile,222.22,SQYD,207.52,Carpet_Tile_1CPT_SQYD,1CPT,1,1,164.93,172.01,L5C,,5C,824.99,0.7422,20.85,222.22,SQYD
171959,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-010,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),1CPT,Carpet Tile,231.14,SQYD,229.43,Carpet_Tile_1CPT_SQYD,1CPT,1,1,181.08,198.48,L5C,,5C,858.11,0.7834,23.13,231.14,SQYD
171973,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,204623-002,EF Contract Polaris (TPLR) Textured Loop 24in x 24in - Midnight (PLR48),1CPT,Carpet Tile,20.0,SQYD,56.71,Carpet_Tile_1CPT_SQYD,1CPT,1,1,15.67,18.84,L5C,,L5C,74.25,0.7834,25.37,20.0,SQYD
172088,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",202348-014,Shaw Contract Endless Tile (5T305) Multi Level Pattern Loop 9in x 36in - Calm (05580),1CPT,Carpet Tile,75.0,SQYD,96.57,Carpet_Tile_1CPT_SQYD,1CPT,1,1,55.66,63.68,L5C,,L5C,278.44,0.7422,22.87,75.0,SQYD
172182,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,106.56,SQYD,105.9,Carpet_Tile_1CPT_SQYD,1CPT,1,1,81.89,100.36,L5C,,L5C,395.6,0.7685,25.37,106.56,SQYD
172243,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200941-006,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),1CPT,Carpet Tile,284.48,SQYD,587.81,Carpet_Tile_1CPT_SQYD,1CPT,1,1,222.86,189.47,L5C,,1M,1056.13,0.7834,17.94,284.48,SQYD
172856,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",204498-001,Shaw Contract-Partner (5T354)-Multi level Loop-24in x 24in-Union (52335),1CPT,Carpet Tile,106.68,SQYD,105.9,Carpet_Tile_1CPT_SQYD,1CPT,1,1,83.57,100.48,L5C,,L5C,396.05,0.7834,25.37,106.68,SQYD
172907,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191436-002,Shaw Contract Purpose Tile (5T209) Multi Level Pattern Loop 24in x 24in - Skylight (08530),1CPT,Carpet Tile,595.63,SQYD,591.25,Carpet_Tile_1CPT_SQYD,1CPT,1,1,455.42,318.64,5C,,2M,2211.28,0.7646,14.41,595.63,SQYD
173261,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",1000037040,Mannington Summit PDX 12in x 36in Infinity 2 - East End Beach (81501),1CPT,Carpet Tile,458.2,SQYD,467.27,Carpet_Tile_1CPT_SQYD,1CPT,1,1,358.95,305.17,L5C,,1M,1701.07,0.7834,17.94,458.2,SQYD
173264,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,108164,"Mannington Mills, Inc.",1000037040,Mannington Summit PDX 12in x 36in Infinity 2 - East End Beach (81501),1CPT,Carpet Tile,223.86,SQYD,228.22,Carpet_Tile_1CPT_SQYD,1CPT,1,1,175.37,192.23,L5C,,5C,831.08,0.7834,23.13,223.86,SQYD
173326,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191649-001,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Technique (00400),1CPT,Carpet Tile,9.0,SQYD,79.42,Carpet_Tile_1CPT_SQYD,1CPT,1,1,7.05,8.48,L5C,,L5C,33.41,0.7834,25.37,9.0,SQYD
173329,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",205039-005,Shaw Contract Companion Tile (5t352) Multi Level Pattern Loop 24in x 24in - Fuse (52515),1CPT,Carpet Tile,62.22,SQYD,75.6,Carpet_Tile_1CPT_SQYD,1CPT,1,1,47.82,58.6,L5C,,L5C,230.99,0.7685,25.37,62.22,SQYD
173395,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",216167-001,Shaw Contract Hub Accent (5T460) Multi Level Pattern Loop 24in x 24in - Action Aqua (57583),1CPT,Carpet Tile,35.56,SQYD,35.29,Carpet_Tile_1CPT_SQYD,1CPT,1,1,27.86,33.49,L5C,,L5C,132.02,0.7834,25.37,35.56,SQYD
173620,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",182637-013,Shaw Contract Color Form (5T112) Multi Level Pattern Loop 9in x 36in - Imply (81485),1CPT,Carpet Tile,130.0,SQYD,182.68,Carpet_Tile_1CPT_SQYD,1CPT,1,1,101.84,122.44,L5C,,L5C,482.62,0.7834,25.37,130.0,SQYD
174494,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,195475-006,J&J Kinetex Propel II Modular (1817) Loop 24in x 24in - Advance (1707),1CPT,Carpet Tile,360.0,SQFT,106.34,Carpet_Tile_1CPT_SQFT,1CPT,1,1,31.34,37.67,L5C,,L5C,148.5,0.7834,25.37,40.0,SQFT
174495,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175050-005,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Ebony (31500),1CPT,Carpet Tile,32.0,SQYD,75.6,Carpet_Tile_1CPT_SQYD,1CPT,1,1,24.59,30.14,L5C,,L5C,118.8,0.7685,25.37,32.0,SQYD
174595,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,121550,Mohawk Industries,206874-002,Mohawk Urban Field II (GT446) Tufted Textured Pattern Loop 12in x 36in - Pavement (989),1CPT,Carpet Tile,51.37,SQYD,47.22,Carpet_Tile_1CPT_SQYD,1CPT,1,1,38.13,43.62,L5C,,L5C,190.71,0.7422,22.87,51.37,SQYD
174738,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000008896,Shaw Contract Face to Face Tile / 5T405 Synthetic/Ecoworx 18in x 36in Listen (05100),1CPT,Carpet Tile,105.0,SQYD,147.15,Carpet_Tile_1CPT_SQYD,1CPT,1,1,82.26,98.9,L5C,,L5C,389.81,0.7834,25.37,105.0,SQYD
174758,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",208640-001,Interface Open Air 401 (163360AK00) tufted Textured Loop 25cm x 1m - Black (106772),1CPT,Carpet Tile,334.88,SQYD,349.39,Carpet_Tile_1CPT_SQYD,1CPT,1,1,257.36,223.04,L5C,,1M,1243.24,0.7685,17.94,334.88,SQYD
175045,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191438-002,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Skylight (08530),1CPT,Carpet Tile,186.55,SQYD,185.32,Carpet_Tile_1CPT_SQYD,1CPT,1,1,146.14,160.19,L5C,,5C,692.57,0.7834,23.13,186.55,SQYD
175072,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-010,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),1CPT,Carpet Tile,311.15,SQYD,308.85,Carpet_Tile_1CPT_SQYD,1CPT,1,1,243.75,207.23,L5C,,1M,1155.14,0.7834,17.94,311.15,SQYD
175455,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",191649-002,Shaw Patcraft Logic (I0460) Undefined 24in x 24in - Blueprint (00450),1CPT,Carpet Tile,364.49,SQYD,361.8,Carpet_Tile_1CPT_SQYD,1CPT,1,1,285.54,242.76,L5C,,1M,1353.17,0.7834,17.94,364.49,SQYD
175755,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",212330-002,Shaw Contract Hub Tile (5T459) Multi Level Pattern Loop 24in x 24in - Keen (57486),1CPT,Carpet Tile,444.5,SQYD,441.22,Carpet_Tile_1CPT_SQYD,1CPT,1,1,348.22,296.05,L5C,,1M,1650.21,0.7834,17.94,444.5,SQYD
175764,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",196609-002,Shaw Patcraft Instinct (I0501) Multi Level Pattern Loop 24in x 24in - Stone Hearth (00550),1CPT,Carpet Tile,453.31,SQYD,450.04,Carpet_Tile_1CPT_SQYD,1CPT,1,1,355.12,301.91,L5C,,1M,1682.91,0.7834,17.94,453.31,SQYD
175779,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000038740,Shaw Contract Chromatone Tile (5T444) Multi Level Pattern Loop 18in x 36in - Chartreuse Silver (07325),1CPT,Carpet Tile,45.0,SQYD,264.7,Carpet_Tile_1CPT_SQYD,1CPT,1,1,34.58,42.38,L5C,,L5C,167.06,0.7685,25.37,45.0,SQYD
175779,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000038739,Shaw Contract Chromatone Tile (5T444) Multi Level Pattern Loop 18in x 36in - Cyan Charcoal (07436),1CPT,Carpet Tile,55.0,SQYD,264.7,Carpet_Tile_1CPT_SQYD,1CPT,1,1,42.27,51.8,L5C,,L5C,204.19,0.7685,25.37,55.0,SQYD
175779,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000038741,Shaw Drop Stitch Strataworx Tile (5T598) 24in x 24in - Green (16326),1CPT,Carpet Tile,124.44,SQYD,264.7,Carpet_Tile_1CPT_SQYD,1CPT,1,1,95.63,117.21,L5C,,L5C,461.98,0.7685,25.37,124.44,SQYD
175794,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000038421,Tarkett Thread Craft (11569) 18in x 36in Ethos Modular - Warm Cashmere (60807),1CPT,Carpet Tile,366.0,SQYD,1043.46,Carpet_Tile_1CPT_SQYD,1CPT,1,1,286.72,243.76,L5C,,1M,1358.77,0.7834,17.94,366.0,SQYD
175794,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,126695,Tarkett USA Inc,1000038421,Tarkett Thread Craft (11569) 18in x 36in Ethos Modular - Warm Cashmere (60807),1CPT,Carpet Tile,12.0,SQYD,1043.46,Carpet_Tile_1CPT_SQYD,1CPT,1,1,9.4,11.3,L5C,,L5C,44.55,0.7834,25.37,12.0,SQYD
175800,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",203096-012,Shaw Contract Boundless (5T314) Multi-Level Pattern Dyed Loop 9in x 36in - Radiant (05515),1CPT,Carpet Tile,80.0,SQYD,175.48,Carpet_Tile_1CPT_SQYD,1CPT,1,1,62.67,75.35,L5C,,L5C,297.0,0.7834,25.37,80.0,SQYD
175800,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",198752-009,Shaw Hospitality Designs Dream Tile (5T265) Multi Level Pattern Loop 24in x 24in - Greige (48516),1CPT,Carpet Tile,48.0,SQYD,175.48,Carpet_Tile_1CPT_SQYD,1CPT,1,1,37.6,45.21,L5C,,L5C,178.2,0.7834,25.37,48.0,SQYD
175869,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,193331-006,Mohawk Threaded Craft Tile (BT414) Tufted Textured Pattern Loop 24in x 24in - Mist (7948),1CPT,Carpet Tile,43.04,SQYD,453.95,Carpet_Tile_1CPT_SQYD,1CPT,1,1,33.08,40.54,L5C,,L5C,159.79,0.7685,25.37,43.04,SQYD
176109,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000019776,Shaw Patcraft Matrix 24 x 24 - Azurite (00450),1CPT,Carpet Tile,124.44,SQYD,124.43,Carpet_Tile_1CPT_SQYD,1CPT,1,1,95.63,117.21,L5C,,L5C,461.98,0.7685,25.37,124.44,SQYD
176154,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,101928,VAN GELDER INC,1000026809,Charles Van Gelder Dominator Non Woven Diagonal Ribbed 19.69in x 19.69in - Mid Grey (112),1CPT,Carpet Tile,455.0,SQFT,261.18,Carpet_Tile_1CPT_SQFT,1CPT,1,1,37.52,42.92,L5C,,L5C,187.69,0.7422,22.87,50.56,SQFT
176357,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,284.48,SQYD,282.38,Carpet_Tile_1CPT_SQYD,1CPT,1,1,222.86,189.47,L5C,,1M,1056.13,0.7834,17.94,284.48,SQYD
176703,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,204623-002,EF Contract Polaris (TPLR) Textured Loop 24in x 24in - Midnight (PLR48),1CPT,Carpet Tile,80.0,SQYD,106.34,Carpet_Tile_1CPT_SQYD,1CPT,1,1,62.67,75.35,L5C,,L5C,297.0,0.7834,25.37,80.0,SQYD
177037,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",208265-001,Shaw Contract Surround (5T421) Multi Level Pattern Loop 24in x 24in - Blue Herring (17481),1CPT,Carpet Tile,151.11,SQYD,150.01,Carpet_Tile_1CPT_SQYD,1CPT,1,1,118.38,129.76,L5C,,5C,561.0,0.7834,23.13,151.11,SQYD
177046,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,121550,Mohawk Industries,215230-003,Mohawk-Visual Connections (GT470)-Tufted Level Patterned Loop-12in x 36in-Flax (839),1CPT,Carpet Tile,88.65,SQYD,115.25,Carpet_Tile_1CPT_SQYD,1CPT,1,1,68.13,83.5,L5C,,L5C,329.11,0.7685,25.37,88.65,SQYD
177065,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,275.55,SQYD,372.99,Carpet_Tile_1CPT_SQYD,1CPT,1,1,211.76,183.52,L5C,,1M,1022.98,0.7685,17.94,275.55,SQYD
177262,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",195779-008,Shaw Contract Identity Tile (5T237) Multi Level Pattern Loop 9in x 36in - Rainstorm (35535),1CPT,Carpet Tile,5.0,SQYD,41.43,Carpet_Tile_1CPT_SQYD,1CPT,1,1,3.84,4.71,L5C,,L5C,18.56,0.7685,25.37,5.0,SQYD
177262,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",195779-006,Shaw Contract Identity Tile (5T237) Multi Level Pattern Loop 9in x 36in - Greige (35516),1CPT,Carpet Tile,25.0,SQYD,41.43,Carpet_Tile_1CPT_SQYD,1CPT,1,1,19.21,23.55,L5C,,L5C,92.81,0.7685,25.37,25.0,SQYD
177322,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,107768,Milliken & Company,1000021472,Milliken Obex Tile Cutx/Grain 25cm X 1m Tufted - Dark Grey (GRX 154-119),1CPT,Carpet Tile,66.98,SQYD,142.38,Carpet_Tile_1CPT_SQYD,1CPT,1,1,51.47,63.09,L5C,,L5C,248.66,0.7685,25.37,66.98,SQYD
177338,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",193276-001,Shaw Patcraft Skill (I0461) Multi Level Pattern Loop 24in x 24in - Savvy (00100),1CPT,Carpet Tile,257.78,SQYD,257.73,Carpet_Tile_1CPT_SQYD,1CPT,1,1,198.1,221.36,L5C,,5C,957.01,0.7685,23.13,257.78,SQYD
177405,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),1CPT,Carpet Tile,53.34,SQYD,54.85,Carpet_Tile_1CPT_SQYD,1CPT,1,1,40.99,50.24,L5C,,L5C,198.02,0.7685,25.37,53.34,SQYD
178033,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000033346,Patcraft/Recover I0656 Carpet Tile/On Neutral Ground 2 / 18in x 36in/Color 00570 Braid,1CPT,Carpet Tile,55.0,SQYD,75.94,Carpet_Tile_1CPT_SQYD,1CPT,1,1,43.09,51.8,L5C,,L5C,204.19,0.7834,25.37,55.0,SQYD
178149,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",1000038740,Shaw Contract Chromatone Tile (5T444) Multi Level Pattern Loop 18in x 36in - Chartreuse Silver (07325),1CPT,Carpet Tile,15.0,SQYD,21.29,Carpet_Tile_1CPT_SQYD,1CPT,1,1,11.53,14.13,L5C,,L5C,55.69,0.7685,25.37,15.0,SQYD
178253,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191440-005,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Woodsmoke (08760),1CPT,Carpet Tile,8.88,SQYD,39.66,Carpet_Tile_1CPT_SQYD,1CPT,1,1,6.82,8.36,L5C,,L5C,32.97,0.7685,25.37,8.88,SQYD
178507,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,122034,Engineered Floors LLC,1000039365,J&J Rhythm (7502) 24in x 24in Nexus Modular - Cinder Smoke (3635),1CPT,Carpet Tile,352.0,SQYD,466.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,270.51,234.44,L5C,,1M,1306.8,0.7685,17.94,352.0,SQYD
178778,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",204294-005,Shaw Patcraft Inclusion (I0555) Multi Level Pattern Loop 24in x 24in - Quartz (00500),1CPT,Carpet Tile,17.78,SQYD,76.14,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.93,16.75,L5C,,L5C,66.01,0.7834,25.37,17.78,SQYD
179074,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",171072-001,Shaw Tile Glimmer Tile (59329) Multi Level Pattern Loop 24in x 24in - Golden (27150),1CPT,Carpet Tile,42.66,SQYD,59.33,Carpet_Tile_1CPT_SQYD,1CPT,1,1,33.42,40.18,L5C,,L5C,158.38,0.7834,25.37,42.66,SQYD
179158,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,107768,Milliken & Company,199586-001,Milliken Obex Cut (Cut/Thread) Tufted Cut Pile 50cm x 50cm - Dark Grey (TDC118-119),1CPT,Carpet Tile,71.76,SQYD,107.12,Carpet_Tile_1CPT_SQYD,1CPT,1,1,56.22,67.59,L5C,,L5C,266.41,0.7834,25.37,71.76,SQYD
179163,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",191438-006,Shaw Contract Situation Tile (5T210) Multi Level Pattern Loop 24in x 24in - Sierra (08761),1CPT,Carpet Tile,515.53,SQYD,608.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,386.65,343.35,5C,,1M,1913.91,0.75,17.94,515.53,SQYD
179177,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",170272-001,Shaw Tile Shine Tile (59328) Full Repeat 24in x 24in - Golden (27150),1CPT,Carpet Tile,15.99,SQYD,22.34,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.06,L5C,,L5C,59.36,0.7834,25.37,15.99,SQYD
179254,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",183691-006,Shaw Contract Primary Tile (5T123) Multi Level Pattern Loop 24in x 24in - Dove Grey (17557),1CPT,Carpet Tile,2158.65,SQYD,2982.23,Carpet_Tile_1CPT_SQYD,1CPT,1,1,1596.11,905.58,2M,,5M,8013.99,0.7394,11.3,2158.65,SQYD
179305,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,122034,Engineered Floors LLC,201770-001,J&J Boucle Demi-Plank (7081) Textured Loop 12in x 48in - Texture (2703),1CPT,Carpet Tile,454.21,SQYD,552.53,Carpet_Tile_1CPT_SQYD,1CPT,1,1,355.83,302.51,L5C,,1M,1686.25,0.7834,17.94,454.21,SQYD
179311,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",175050-007,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Sterling (31557),1CPT,Carpet Tile,10.67,SQYD,14.72,Carpet_Tile_1CPT_SQYD,1CPT,1,1,8.36,10.05,L5C,,L5C,39.61,0.7834,25.37,10.67,SQYD
179457,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",200669-010,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Mirror Grey (94535),1CPT,Carpet Tile,26.67,SQYD,76.14,Carpet_Tile_1CPT_SQYD,1CPT,1,1,20.89,25.12,L5C,,L5C,99.01,0.7834,25.37,26.67,SQYD
180992,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",1000020160,PHILADELPHIA COMMERICAL\STYLE-MATERIAL EFFECTS (54781)\869 SQY\CARPET TILE\COLOR-EROSION 00106,1CPT,Carpet Tile,16.0,SQYD,23.28,Carpet_Tile_1CPT_SQYD,1CPT,1,1,12.53,15.07,L5C,,L5C,59.4,0.7834,25.37,16.0,SQYD
181253,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),1CPT,Carpet Tile,17.78,SQYD,25.56,Carpet_Tile_1CPT_SQYD,1CPT,1,1,13.93,16.75,L5C,,L5C,66.01,0.7834,25.37,17.78,SQYD
181255,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",199315-010,Shaw Patcraft Eastern Facade (I0515) Multi Level Pattern Loop 24in x 24in - Railcar (00700),1CPT,Carpet Tile,35.56,SQYD,51.12,Carpet_Tile_1CPT_SQYD,1CPT,1,1,27.86,33.49,L5C,,L5C,132.02,0.7834,25.37,35.56,SQYD
181426,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200669-013,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),1CPT,Carpet Tile,168.89,SQYD,170.06,Carpet_Tile_1CPT_SQYD,1CPT,1,1,129.79,145.03,L5C,,5C,627.0,0.7685,23.13,168.89,SQYD
181537,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",180712-001,Shaw Contract Realm EW24 (5T078) Undefined 24in x 24in - Sight (78111),1CPT,Carpet Tile,112.0,SQYD,155.73,Carpet_Tile_1CPT_SQYD,1CPT,1,1,86.07,105.49,L5C,,L5C,415.8,0.7685,25.37,112.0,SQYD
181619,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,102775,"Interface Americas, Inc.",194175-001,Interface Stitch In Time (37880AK00) Tufted Level Loop 25cm x 1m - Charcoal Stitch (105596),1CPT,Carpet Tile,11.96,SQYD,0.0,Carpet_Tile_1CPT_SQYD,1CPT,1,1,9.37,11.26,L5C,,L5C,44.4,0.7834,25.37,11.96,SQYD
181754,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",175050-009,Shaw Tile Welcome II Tile (5T031) Needlebond 24in x 24in - Black Chocolate (31751),1CPT,Carpet Tile,32.0,SQYD,44.49,Carpet_Tile_1CPT_SQYD,1CPT,1,1,24.59,30.14,L5C,,L5C,118.8,0.7685,25.37,32.0,SQYD
181954,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009598,Shaw Collaboration Tile (5T497) 9in x 36in Influence Process (97855),1CPT,Carpet Tile,215.0,SQYD,1533.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,159.57,166.42,L5C,,5C,798.19,0.7422,20.85,215.0,SQYD
181954,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009597,Shaw Collaboration Tile (5T497) 9in x 36in Contribute (97500),1CPT,Carpet Tile,350.0,SQYD,1533.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,259.77,209.98,L5C,,1M,1299.38,0.7422,16.16,350.0,SQYD
181954,2008,Received Not Yet Invoiced,SPJ,Spectra Jacksonville,103423,"Shaw Industries, Inc.",1000009599,Shaw Collaboration Tile (5T497) 9in x 36in Influence Others (97555),1CPT,Carpet Tile,460.0,SQYD,1533.47,Carpet_Tile_1CPT_SQYD,1CPT,1,1,341.41,275.97,L5C,,1M,1707.75,0.7422,16.16,460.0,SQYD
182952,2008,Received Not Yet Invoiced,SPT,Spectra Tampa,103423,"Shaw Industries, Inc.",212203-002,Shaw Contract Downtime Tile (5T457) Multi Level Pattern Loop 24in x 24in - Keen (57486),1CPT,Carpet Tile,160.0,SQYD,162.82,Carpet_Tile_1CPT_SQYD,1CPT,1,1,125.34,137.39,L5C,,5C,594.0,0.7834,23.13,160.0,SQYD
183091,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,102775,"Interface Americas, Inc.",171487-011,Interface Pathways II GlasBac (1468102500) Tufted Texture Loop 19.69in x 19.69in - Topaz (9713),1CPT,Carpet Tile,3845.14,SQYD,1860.5,Carpet_Tile_1CPT_SQYD,1CPT,1,1,2670.83,1344.71,3M,,10M,14275.08,0.6946,9.42,3845.14,SQYD
183382,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-010,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,311.11,SQYD,522.6,Carpet_Tile_1CPT_SQYD,1CPT,1,1,239.09,207.21,L5C,,1M,1155.0,0.7685,17.94,311.11,SQYD
183382,2008,Received Not Yet Invoiced,SPW,Spectra Longwood,103423,"Shaw Industries, Inc.",200842-010,Shaw Contract Offset Tile (5T296) Multi Level Pattern Loop 24in x 24in - Shiny Pebble (94761),1CPT,Carpet Tile,-80.01,SQYD,522.6,Carpet_Tile_1CPT_SQYD,,,,,Error: Quantity is out of range.,,,,,,,,
