po_no,account,account_description,siteid,site,supplierid,suppliername,partnumber,partdescription,quantity,invoice_id,invoice_no,uom,comm1,comm2,commodity_group,commoditydescription,old_new,priority,classification,conversion_code,est_commodity_group,est_discount_area,est_discount_cwt,est_estimated_area_cost,est_estimated_cwt_cost,est_freight_class_area,est_freight_class_cwt,est_freight_class_lbs,est_lbs,est_rate_area,est_rate_cwt,est_sqyd,est_uom
67083,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,1000011674,Tarkett -Earthbound (11573)- Powerbond 6ft -Night Side (52601),150.0,588107,8201937536,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,556.88,Missing rate,Missing rate,150.0,SQYD
67082,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,1000011674,Tarkett -Earthbound (11573)- Powerbond 6ft -Night Side (52601),65.0,588108,8201937537,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,241.31,Missing rate,Missing rate,65.0,SQYD
67167,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,1000011674,Tarkett -Earthbound (11573)- Powerbond 6ft -Night Side (52601),65.0,588109,8201937538,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,241.31,Missing rate,Missing rate,65.0,SQYD
67093,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,1000011674,Tarkett -Earthbound (11573)- Powerbond 6ft -Night Side (52601),140.0,588110,8201938151,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,519.75,Missing rate,Missing rate,140.0,SQYD
61118,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",195255-008,Shaw Contract Familiar Tile (5T235) Undefined 9in x 36in - Rainstorm (35535),35.0,593125,9719322,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,129.94,Missing rate,Missing rate,35.0,SQYD
61118,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",195255-001,Shaw Contract Familiar Tile (5T235) Undefined 9in x 36in - Golden (35210),70.0,593125,9719322,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,259.88,Missing rate,Missing rate,70.0,SQYD
65653,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121019,"Bentley Mills, Inc.",1000008782,Bentley Camera Ready (6CRT20) Luxfelt Cushion 18x36 Whisper (400085),156.5,545978,836221,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,581.01,Missing rate,Missing rate,156.5,SQYD
50226,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,189967-010,Mohawk Mindful (BQ397) Weldlok 12' - Pewter (949),65.0,457242,C1462627,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,241.31,Missing rate,Missing rate,65.0,SQYD
61951,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",193276-006,Shaw Patcraft Skill (I0461) Multi Level Pattern Loop 24in x 24in - Expertise (00705),26.67,602010,9739889,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,99.01,Missing rate,Missing rate,26.67,SQYD
62766,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",201109-009,Shaw Contract Accord (5A253) ClassicBac 12' - Polished Stone (94557),310.0,602188,9750024,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1150.88,Missing rate,Missing rate,310.0,SQYD
62950,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",212553-005,Shaw Philadelphia Mainstreet Forge (54968) ClassicBac 12' - Construct (00505),315.0,604761,9781751,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1169.44,Missing rate,Missing rate,315.0,SQYD
56649,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,1000009426,Tarkett Colormap Powerbond 6' Custom Color (113637519-30),6186.25,605951,8201942581,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,22966.45,Missing rate,Missing rate,6186.25,SQYD
65060,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",183682-005,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Limestone (17530),538.63,607963,9823893,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,,,,,Error: Quantity is out of range.,,,,,,,,
50782,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000008891,Shaw Contract-Grit (5T486) Ecoworx 24x24 Flint (84761),1167.99,607964,9823894,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,4336.16,Missing rate,Missing rate,1167.99,SQYD
50782,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000008894,Shaw Contract Stonework Tile (5T484) Ecoworx 24in x 24in Flint (84761),1151.99,607964,9823894,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,4276.76,Missing rate,Missing rate,1151.99,SQYD
67625,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",200941-009,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),213.32,612112,9866858,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,791.95,Missing rate,Missing rate,213.32,SQYD
58521,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,197181-006,Mohawk Academic View Tile (BT433) Tufted Textured Multi Colored Loop 24in x 24in - Charcoal (989),213.2,611123,C1543236,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,791.5,Missing rate,Missing rate,213.2,SQYD
67641,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",200941-009,Shaw Contract Array Tile (5T295) Multi Level Pattern Loop 24in x 24in - Metallic Beige (94760),133.32,612879,9866857,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,494.95,Missing rate,Missing rate,133.32,SQYD
77561,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,108164,"Mannington Mills, Inc.",1000017253,Mannington-Exchange 2 -24in x 24in-Haptics (13143),155.0,580891,98666710,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,575.44,Missing rate,Missing rate,155.0,SQYD
63598,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",200669-009,Shaw Contract Arrange Tile (5T294) Multi Level Pattern Loop 24in x 24in - Steel Grey (94530),266.65,614294,9813719,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,989.94,Missing rate,Missing rate,266.65,SQYD
67284,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,208826-023,Mohawk Color Study 36 (BC575) Weldlok 12' - Aged Driftwood (878),80.0,533720,C1831274,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,297.0,Missing rate,Missing rate,80.0,SQYD
79136,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000017938,Shaw Contract Spoken 5T406 9x36 05585 Correspond,20.0,624345,2138133,SQYD,10,10,10,Carpet Roll,Old Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,74.25,Missing rate,Missing rate,20.0,SQYD
63948,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",207360-006,Shaw Philadelphia Forma (54948) Multi Level Pattern Loop 24in x 24in - Relation (00500),133.33,624350,9803207,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,494.99,Missing rate,Missing rate,133.33,SQYD
66927,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",207360-006,Shaw Philadelphia Forma (54948) Multi Level Pattern Loop 24in x 24in - Relation (00500),17.78,624351,9813718,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,66.01,Missing rate,Missing rate,17.78,SQYD
73505,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",163592-010,Shaw Tile Diffuse (59575) Multi-Level Pattern Dyed Loop 24in x 24in - Nomad (75750),3.0,625483,2013569,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,11.14,Missing rate,Missing rate,3.0,SQYD
72371,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",212553-005,Shaw Philadelphia Mainstreet Forge (54968) ClassicBac 12' - Construct (00505),105.0,565081,2070383,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,389.81,Missing rate,Missing rate,105.0,SQYD
67188,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",201109-009,Shaw Contract Accord (5A253) ClassicBac 12' - Polished Stone (94557),75.0,624344,9877762,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,278.44,Missing rate,Missing rate,75.0,SQYD
73882,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",182896-009,Shaw Contract Saturate (5T109) Multi Level Pattern Loop 9in x 36in - Charcoal (07555),60.0,628685,2337688,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,222.75,Missing rate,Missing rate,60.0,SQYD
72968,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",123287-000,Baytown iii - Eggplant 65995,6.67,627235,9990596,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,24.76,Missing rate,Missing rate,6.67,SQYD
70621,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",159440-005,Shaw Contract Tint (5A151) Undefined 12' - Blue Ink (51485),68.0,627083,9990597,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,252.45,Missing rate,Missing rate,68.0,SQYD
59747,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,122034,Engineered Floors LLC,1000006476,Engineered Floors - Rouge - 3052B - Woven Polypropylene - 12' - Hooligan (3093) / Bandit (3087),114.0,626565,1-3255435,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,423.22,Missing rate,Missing rate,114.0,SQYD
65691,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,208826-014,Mohawk Color Study 36 (BC575) Weldlok 12' - Precious Saapphire (595),75.0,538161,C1856575,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,278.44,Missing rate,Missing rate,75.0,SQYD
67880,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,197181-005,Mohawk Academic View Tile (BT433) Tufted Textured Multi Colored Loop 24in x 24in - Ecru (958),757.34,541681,C1880346,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,2811.62,Missing rate,Missing rate,757.34,SQYD
65498,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,1000012776,Mohawk Heterdigetic (BC561) Wedlock 12ft Rdt10010 (549),122.0,629485,C1905354,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,452.93,Missing rate,Missing rate,122.0,SQYD
69862,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,209151-001,Mohawk Graphic Touch (BC452) Weldlok 12' - Take Action (599),427.0,552690,C1930995,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1585.24,Missing rate,Missing rate,427.0,SQYD
70853,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",148070-010,Shaw Patcraft Work It (I0124) Undefined 12' - Raised Eyebrow (24514),105.0,631202,2024006,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,389.81,Missing rate,Missing rate,105.0,SQYD
73345,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",1000015859,Shaw Philadelphia-Intellect (54845)-24in x 24in-Masterful (45505),355.53,631214,2059156,SQYD,100,100,100,Carpet Tile,Old Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1319.91,Missing rate,Missing rate,355.53,SQYD
74000,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",176439-003,Shaw Contract Prime BL (5A189) 12' - Smart Blue (88485),115.0,631210,2070384,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,426.94,Missing rate,Missing rate,115.0,SQYD
74912,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",211499-007,Shaw Contract Collective I Tile (5T438) Multi Level Pattern Loop 9in x 36in - Cool Grey (38535),110.0,574573,2116125,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,408.38,Missing rate,Missing rate,110.0,SQYD
76057,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",191440-004,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Shale (08597),106.67,574277,2116127,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,396.01,Missing rate,Missing rate,106.67,SQYD
77050,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",191440-002,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Skylight (08530),275.54,584663,2161219,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1022.94,Missing rate,Missing rate,275.54,SQYD
77529,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",211499-007,Shaw Contract Collective I Tile (5T438) Multi Level Pattern Loop 9in x 36in - Cool Grey (38535),75.0,584623,2161220,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,278.44,Missing rate,Missing rate,75.0,SQYD
67923,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",173763-007,Shaw Tile Visible Tile (5T002) Multi Level Pattern Loop 24in x 24in - Beam (01557),58.67,638025,2082458,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,217.81,Missing rate,Missing rate,58.67,SQYD
75573,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",183682-009,Shaw Contract Basic Tile (5T121) Multi Level Pattern Loop 24in x 24in - Khaki (17761),79.98,574639,2116126,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,296.93,Missing rate,Missing rate,79.98,SQYD
77797,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",153222-008,Shaw Patcraft Opportunity Knocks (I0162) ClassicBac 12' - New City (62502),120.0,640207,2184758,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,445.5,Missing rate,Missing rate,120.0,SQYD
78388,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",201109-009,Shaw Contract Accord (5A253) ClassicBac 12' - Polished Stone (94557),130.0,642086,2184759,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,482.62,Missing rate,Missing rate,130.0,SQYD
78409,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",148770-007,Shaw Queen Change In Attitude (J0111) Graphic Loop 24in x 24in - Take Action (12516),21.33,642310,2195620,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,79.19,Missing rate,Missing rate,21.33,SQYD
80155,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",193276-001,Shaw Patcraft Skill (I0461) Multi Level Pattern Loop 24in x 24in - Savvy (00100),8.88,642665,2216928,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,32.97,Missing rate,Missing rate,8.88,SQYD
80338,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",191440-002,Shaw Contract Intent Tile (5T208) Multi Level Pattern Loop 24in x 24in - Skylight (08530),257.76,642604,2216929,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,956.93,Missing rate,Missing rate,257.76,SQYD
80086,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,103423,"Shaw Industries, Inc.",201410-021,Shaw Patcraft Vertical Endeavour (I0546) SBR Latex 54in - Snakeskin (00506),260.0,642748,2216930,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,965.25,Missing rate,Missing rate,260.0,SQYD
89180,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,122034,Engineered Floors LLC,1000020757,Pentz Outlaw (3053B) 12' Woven Polypropylene - Fugitive (3089),73.0,644684,1-3523742,SQYD,10,,10,Carpet Roll,Old Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,271.01,Missing rate,Missing rate,73.0,SQYD
92169,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,211193-001,Tarkett Fabricate (11498) Powerbond Cushion 6' - Base Grey (36201),196.35,643321,8201946581,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,728.95,Missing rate,Missing rate,196.35,SQYD
92169,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,1000009356,Tarkett Blockade (11471) Powerbond 6' Nighttime (54606),482.17,643321,8201946581,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1790.06,Missing rate,Missing rate,482.17,SQYD
92169,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,1000009348,Tarkett Fabricate (11498) Powerbond Cushion 6' Camelback (36209),4651.69,643321,8201946581,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,17269.4,Missing rate,Missing rate,4651.69,SQYD
92169,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,126695,Tarkett USA Inc,211097-002,Tandus Assertive Stria (04839) Powerbond Cushion RS 6' - Forge (26213),45.0,643321,8201946581,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,167.06,Missing rate,Missing rate,45.0,SQYD
71687,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,193043-004,Mohawk Digital Terrain Tile (GT341) Tufted Textured Pattern Loop 12in x 36in - Glacier (739),434.0,563309,C1994664,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1611.22,Missing rate,Missing rate,434.0,SQYD
66523,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,1000013923,Mohawk Humble (KC227) Unibond Plus 12' Expedition (859),270.0,568588,C2020087,SQYD,1CPT,2CPT,1CPT,Carpet Tile,New Commodity,Yes,Classified,Carpet_Tile_1CPT_SQYD,1CPT,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,1002.38,Missing rate,Missing rate,270.0,SQYD
71752,2008,Received Not Yet Invoiced,SPHU,Spectra Houston,121550,Mohawk Industries,199565-001,Mohawk Doctor II 983 Mathematician,255.0,568589,C2020089,SQYD,1CBL,2CBL,1CBL,Carpet Roll,New Commodity,Yes,Classified,Carpet_Roll_1CBL_SQYD,1CBL,Missing rate,Missing rate,Missing rate entry,Missing rate entry,Missing rate,,Missing rate,946.69,Missing rate,Missing rate,255.0,SQYD
